id,a15NT1
X10_01:486532,92.5415826938141
X10_02:486533,89.4444987522918
X10_03a:486534,96.7356647404071
X10_05:486536,101.442103839579
X11_04:486540,96.6919176167541
X11_05:486541,96.5457342467753
X12_01:486543,94.7953442617852
X12_04:486544,95.7986116572219
X12_05:486545,98.9966071851086
X12_06:486546,103.683029045728
X13_01:486547,101.173490128448
X13_03:486549,96.0402287576057
X13_04:486550,99.6047252537499
X13_05:486551,106.345979412813
X13_06:486552,108.448307534571
X14_01:486553,91.3712450864364
X14_02:486554,98.2269282936849
X14_03:486555,103.208532494494
X14_04:486556,96.832427361504
X14_05:486557,79.7411398846146
X14_06:486558,94.4057189443696
X15_01a:486559,102.479597337629
X15_03:486560,93.9454421773107
X15_04:486561,96.2193595298289
X15_05:486562,96.2719262341745
X15_06:486563,101.131391997038
X16_02:486564,99.2207303131138
X16_03a:486565,93.124484745493
X16_04:486566,102.266745484859
X16_05:486567,100.702479119155
X17_01:486568,104.846121024774
X17_05a:486570,99.7112149277194
X18_01:486571,100.165963134713
X18_02a:486572,94.3090890031855
X18_03a:486573,96.3842829821291
X18_04:486574,99.140495307006
X18_05:486575,94.2237670951565
X19_05:486576,107.372896604641
X20_01:486578,104.235961685769
X20_02a:486579,90.7480604561424
X20_03:486580,101.713631159283
X20_04:486581,105.903906368954
X20_06:486582,102.190229360609
X21_05:486585,99.5092301288979
X22_01:486587,87.9674198733632
X22_02:486588,111.655027088998
X22_03:486589,96.3703978954995
X22_04:486590,104.578231350541
X22_06:486591,102.117795808373
X23_01:486592,107.241114994787
X23_03:486593,91.8604037252392
X24_04:486595,93.9482853891913
X25_01a:486597,95.5307905391294
X25_02:486598,93.5984112455457
X25_03:486599,97.2422319170209
X25_04:486600,98.4697143790148
X25_06:486601,98.4344254574374
X26_01a:486602,91.3697563066755
X26_02:486603,98.7712087174702
X26_04:486604,104.004108230566
X26_05:486605,94.4009861778709
X26_06:486606,97.6033120868128
X27_01:486607,100.380049706317
X27_02:486608,94.5271998228037
X27_04:486609,91.8567090882021
X27_06:486610,103.737114417057
X28_01:486611,99.5720276767241
X28_02:486612,96.0390320909
X28_03:486613,92.4856631107678
X28_04:486614,92.0040907673039
X28_05:486615,93.6033643301214
X29_01:486616,105.332291113508
X29_02a:486619,105.166384729326
X29_03:486620,90.9555924964505
X29_04:486621,98.78828316426
X29_05:486617,94.5916332940065
X29_06:486618,90.7401522578529
X30_01a:486622,94.2521252973219
X30_02a:486623,93.8152344033155
X30_03:486624,105.50448207514
X30_05:486625,95.8836277557823
X30_06:486626,90.6199323612307
X31_01:486627,99.829484541818
X31_02:486628,100.589194287782
X31_03:486629,101.286639328642
X31_04:486630,98.27063283811
X31_05:486631,96.2002712505946
X31_06a:486632,97.9620315702698
X32_01:486633,95.4261462570361
X32_02:486634,94.9716896758191
X32_03a:486635,100.944942509655
X32_04:486636,103.543590385107
X33_01a:486637,94.7015563906476
X33_02:486638,91.698611916582
X33_05:486639,99.3235229656524
X33_06:486640,90.1182256766022
X34_02:486641,94.6020893347063
X34_03:486642,96.4096612605173
X34_05:486643,101.590342390871
X34_06:486644,93.1142871387018
X35_01:486645,94.6768640371
X35_02:486646,100.229476966255
X35_03:486647,100.376510667964
X35_04:486648,98.8913234711735
X36_01:486649,94.3630527138587
X36_02:486650,93.7553071865217
X36_03:486651,102.02547105414
X36_04:486652,91.4780236793509
X36_05:486653,95.8826225464261
X36_06:486654,99.916628572922
X37_01:486655,94.9577167253783
X37_03:486656,97.9250171838025
X37_04:486657,93.5642779671819
X37_05:486659,92.1129140795709
X37_06:486660,98.4554201639063
X38_01:486661,100.870278489901
X38_02:486662,98.2182485981464
X38_03:486663,93.4139809945377
X38_04:486664,93.7383456943187
X38_05:486665,94.320541458542
X38_06:486666,96.279677556023
X39_02:486667,96.889576619063
X39_03:486668,92.6597490772614
X39_04:486669,98.1752499696543
X39_05a:486670,96.8040619402702
X39_06:486671,92.3392559374047
X4_04:486501,93.8220916050295
X4_05:486502,104.581750428968
X40_01:486672,92.5041596472333
X40_03:486673,97.4222706504952
X40_04:486674,98.8551382626096
X40_05a:486675,92.5021998738509
X40_06:486676,95.1615607256345
X41_01:486677,105.128113946368
X41_02:486678,99.3007647485603
X41_05:486679,96.7621173704681
X41_06:486680,101.977938538804
X42_01:486681,95.879898338641
X42_02a:486682,110.144193616754
X42_03:486683,93.3718224280003
X42_05a:486684,103.126807427879
X42_06a:486685,91.1639925114986
X43_01:486686,101.570858065999
X43_02:486687,104.95724465663
X43_03:486688,97.1447817828862
X43_05:486689,99.2759603639865
X43_06:486690,91.4794782167271
X44_01:486691,98.1435851979209
X44_02:486692,101.704472979414
X44_05:486695,99.0102874294803
X45_01:486696,93.1789111866887
X45_02:486697,94.1967661129515
X45_03:486698,92.2287146360742
X45_06:486700,91.5907142644433
X46_02:486701,94.1727651609298
X46_04:486703,94.6927152353997
X46_05:486704,98.0405474943769
X46_06:486705,97.7170076233491
X47_02:486706,94.4433141730507
X47_04:486708,97.0349025001024
X47_05:486709,98.311161148827
X48_01:486710,105.464028092791
X48_02:486711,98.4606085051677
X48_03:486712,98.9641153316516
X48_04:486713,101.531491501221
X48_05:486714,94.1307754950612
X48_06:486715,97.2264962450315
X49_02:486717,103.676208092787
X49_03:486718,104.41381499199
X49_04:486719,97.3806613748154
X49_06:486721,96.5977934288107
X5_02:486504,101.697033301577
X5_03:486505,100.173499463495
X5_04a:486506,97.2535864972838
X50_01:486722,99.8430354006763
X50_02:486723,92.9030688013077
X50_03:486724,93.8256887867477
X50_04:486725,95.6541608822878
X50_06:486726,95.4172973249044
X51_01:486727,91.7099142075321
X51_03:486728,94.0636380800021
X51_04a:486729,100.679276743195
X51_05:486730,106.70620976799
X51_06:486731,99.1884818071083
X52_03:486733,94.9346849295486
X52_06:486735,100.899442438839
X53_01:486736,92.8414134210421
X53_02:486737,94.4193901002128
X53_03:486738,99.3771093481165
X53_04:486739,92.7843522452228
X53_06:486740,101.163405374676
X54_01:486742,97.5363815387283
X54_02:486743,97.8946293527952
X54_04:486744,95.6539511845957
X54_05:486745,105.248509258427
X54_06:486746,96.3271923604318
X55_01:486747,96.8957830074222
X55_02:486748,99.1682598226929
X55_04:486749,95.9294000033361
X55_05:486750,96.0398488912819
X55_06:486751,104.394491122103
X56_01:486752,98.2715181197436
X56_03:486753,101.226026315549
X56_04:486754,95.7510926333733
X56_05:486755,97.0876751238724
X56_06:486756,101.2170062745
X57_01:486757,99.9034830702139
X57_03a:486758,94.1902241901505
X57_04:486759,98.136322941668
X57_05:486760,103.490580382358
X57_06:486761,99.4881097813253
X58_01:486762,94.4513691772389
X58_03:486763,102.553952749384
X58_04:486764,96.5715336870731
X58_05:486765,100.183518104708
X58_06a:486766,93.1056056770379
X59_01:486767,95.9263652565344
X59_03:486768,95.8144624536403
X59_04:486769,95.2112058668042
X59_05:486770,94.0219676363987
X59_06:486771,95.0269394795817
X6_01:486510,95.6979444113472
X6_02:486511,98.4832298367918
X6_03:486512,87.103975815473
X6_04:486513,112.74280973248
X6_05a:486514,102.984270767083
X60_01:486772,91.3258353790834
X60_02:486773,100.371784435702
X60_04:486774,97.5835099294408
X60_05:486775,98.7399684501824
X60_06:486776,95.6641621770977
X61_01:486777,93.3922548173744
X61_02a:486778,100.053036592864
X7_03:486517,97.2458783476325
X8_01:486521,100.692090083887
X8_02:486522,91.6005492441616
X8_03:486523,96.4216344637997
X8_04:486524,101.134733295371
X8_05:486525,99.1793127818469
X8_06:486526,94.9353052164003
X9_01:486527,100.661431820456
X9_04:486529,99.4594196202262
X9_05:486530,99.6711244285866
X9_06:486531,98.1916643648211
XB01:486779,96.2644944115408
XB07:486780,96.0423032235534
XB12:486781,101.665944701289
XB26:486783,95.2657671710251
XB28:486784,96.4783241715399
XB46:486786,99.8791538494893
XD93:486788,92.3497949088314
