"","value"
"10_01:486532",10.9186325504202
"10_02:486533",3.88671168410506
"10_03a:486534",9.94659183573521
"10_05:486536",6.91269441535016
"11_01:486537",3.71083951845606
"11_02:486538",10.2262615867533
"11_03a:486539",3.28330090197515
"11_04:486540",11.9601432756034
"11_05:486541",11.5867621865674
"11_06:486542",3.66184839107271
"12_01:486543",11.7828382247893
"12_04:486544",12.1452951140054
"12_05:486545",11.8993392683741
"12_06:486546",1.33824898868887
"13_01:486547",5.5814235762998
"13_03:486549",10.584222238502
"13_04:486550",11.8827555159723
"13_05:486551",9.86998313494005
"13_06:486552",12.3159090913498
"14_01:486553",10.5837565063928
"14_02:486554",6.79061107933401
"14_03:486555",5.10657364893233
"14_04:486556",5.6509789078971
"14_06:486558",11.7929796500118
"15_01a:486559",7.59189106984965
"15_03:486560",7.34496582913153
"15_04:486561",10.5819362867634
"15_05:486562",4.93914686705053
"15_06:486563",11.0033968897699
"16_02:486564",10.70451005142
"16_03a:486565",6.49213909450344
"16_04:486566",8.14078424134284
"16_05:486567",8.39033680832004
"17_01:486568",11.843524037916
"17_02:486569",2.45848644953322
"17_05a:486570",8.18073105828506
"18_01:486571",9.81070599974015
"18_02a:486572",11.8114221489308
"18_03a:486573",10.3544406358419
"18_04:486574",5.07716907806479
"18_05:486575",12.8592996722223
"19_05:486576",10.2986961029392
"19_06:486577",5.83037661352775
"20_01:486578",10.9976940057143
"20_02a:486579",5.63225846826641
"20_03:486580",6.00898707128783
"20_04:486581",9.31185159368815
"20_06:486582",10.1173701440894
"21_02a:486583",5.64641272844489
"21_04:486584",6.53406593444308
"21_05:486585",12.2536106082101
"22_01:486587",8.54932648780281
"22_02:486588",8.50432245088187
"22_04:486590",7.40768778552275
"22_06:486591",11.4321992421612
"23_01:486592",10.157223659703
"23_03:486593",7.20699943865726
"24_02a:486594",6.77786802127676
"24_04:486595",11.1286458196815
"24_05:486596",11.0224228624177
"25_01a:486597",6.54877310791419
"25_02:486598",9.53483282632002
"25_03:486599",1.25384604743771
"25_04:486600",6.606608279753
"25_06:486601",10.7585125764292
"26_01a:486602",5.95813382321567
"26_02:486603",10.3912218157139
"26_04:486604",4.02174999232279
"26_05:486605",11.1359793733766
"26_06:486606",9.48356905952057
"27_01:486607",10.3680112157757
"27_02:486608",8.36697659909412
"27_04:486609",7.05095509333475
"27_06:486610",9.50792425880125
"28_01:486611",10.3867870581476
"28_02:486612",5.68580045845683
"28_03:486613",11.3565040920043
"28_04:486614",9.11087460687006
"28_05:486615",10.4235290797205
"29_01:486616",9.39433385897412
"29_02a:486619",0.597680894450081
"29_03:486620",10.405512259561
"29_04:486621",7.00242551881336
"29_05:486617",10.7165508398325
"29_06:486618",11.1374412217651
"30_01a:486622",7.00194858913973
"30_02a:486623",9.96559393875146
"30_03:486624",7.59625077020743
"30_05:486625",9.54413333574493
"30_06:486626",6.21965401242268
"31_01:486627",10.7890377421877
"31_02:486628",10.7493437009704
"31_03:486629",11.2496841890606
"31_04:486630",10.8068052904103
"31_05:486631",12.0718969849677
"31_06a:486632",7.4173529181354
"32_01:486633",9.94737407157164
"32_02:486634",11.531543045699
"32_03a:486635",1.80791465122344
"32_04:486636",6.82998622493423
"33_01a:486637",2.93296392042601
"33_02:486638",7.01196562225364
"33_05:486639",11.2447558535722
"33_06:486640",7.07013709723132
"34_02:486641",10.9049304108839
"34_03:486642",11.6872249876009
"34_05:486643",10.7208696322754
"34_06:486644",9.45648782325576
"35_01:486645",9.93061964434424
"35_02:486646",8.19453388109171
"35_03:486647",9.62607931570297
"35_04:486648",8.61878293840191
"36_01:486649",8.16387471583882
"36_02:486650",11.1326940776867
"36_03:486651",9.46138116746837
"36_04:486652",11.1509586654992
"36_06:486654",12.0552056108133
"37_01:486655",8.21505050190292
"37_03:486656",8.60307900673938
"37_04:486657",8.7762027628635
"37_05:486659",9.49660108280973
"37_06:486660",6.61535793570084
"38_01:486661",9.89098916353139
"38_02:486662",6.96946435663079
"38_03:486663",9.92025879875048
"38_04:486664",7.36949550623253
"38_05:486665",10.7808743715021
"38_06:486666",9.05817223086138
"39_02:486667",7.89647356002971
"39_03:486668",8.84844939740762
"39_04:486669",7.57064645982203
"39_05a:486670",6.6320917510101
"39_06:486671",10.1442331231225
"4_04:486501",11.3109528342515
"4_05:486502",8.85614274478717
"40_01:486672",11.9704569135303
"40_03:486673",10.31067464557
"40_04:486674",11.5419318119797
"40_05a:486675",2.69125914884239
"40_06:486676",8.64704475330888
"41_01:486677",10.8459595871494
"41_02:486678",5.77065759711151
"41_05:486679",7.98344952326859
"41_06:486680",11.2534609094221
"42_01:486681",11.4178057372446
"42_02a:486682",6.64931740695901
"42_03:486683",10.079173705989
"42_05a:486684",2.51359126197734
"42_06a:486685",7.97116080541849
"43_01:486686",11.1828881185564
"43_02:486687",11.4980803232118
"43_03:486688",10.6920130648506
"43_05:486689",10.2591210986032
"43_06:486690",3.88975715658238
"44_01:486691",10.7105305126853
"44_02:486692",9.16616054389531
"44_03:486693",10.6965077139327
"44_04:486694",9.14160837502444
"44_05:486695",9.90055050987725
"45_01:486696",9.04953986622101
"45_02:486697",7.38912003860588
"45_03:486698",11.0144922546595
"45_06:486700",8.73434766156561
"46_02:486701",11.8787423414743
"46_03:486702",9.87239142909555
"46_04:486703",11.158191533759
"46_05:486704",10.3152703277459
"46_06:486705",6.44607932820608
"47_02:486706",7.8644618355995
"47_03:486707",11.640441511697
"47_04:486708",3.80094724914655
"47_05:486709",7.06163982938996
"48_01:486710",10.1234861204233
