Longitude,Latitude,Plot,TFamily,Line,Rep,SC,SC_logT,SC_sqrtT,DT,DT_logT,DT_sqrt_T,DPS,DPS_logT,DPS_sqrtT,15NT1,15NT1_logT,15NT1_sqrtT,15NT2,15NT2_logT,15NT2_sqrtT,15NT3,15NT3_logT,15NT3_sqrtT,AR,AR_logT,AR_sqrtT,PDM,PDM_logT,PDM_sqrtT,PTN,PTN_logT,PTN_sqrtT,GDM,GDM_logT,GDM_sqrtT,GTN,GTN_logT,GTN_sqrtT
17,7,17.07,TD,D 26,2,5,0.77815125,2.34520788,80,1.908485019,8.972179222,80,1.908485019,8.972179222,129.59,2.115911995,11.40572765,NA,NA,NA,96.58,1.989376641,9.853098809,3.67,0.669006781,2.041241452,209.00,2.322219295,14.47411483,1.45,0.389166084,1.396424004,15.7,1.222716471,4.024922359,2.46,0.539076099,1.720465053
17,8,17.08,TD,D 39,2,15,1.204119983,3.937003937,80,1.908485019,8.972179222,80,1.908485019,8.972179222,123.89,2.096518822,11.15291249,114.34,2.061979338,10.71633512,109.73,2.044278216,10.49920441,1.33,0.367976785,1.354006401,173.50,2.241795431,13.19090596,0.71,0.23299611,1.1,59.4,1.781276549,7.741662182,1.5,0.397940009,1.414213562
17,9,17.09,TD,D 16,2,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,103.74,2.02009327,10.20957127,103.98,2.021107346,10.22155506,98.60,1.998249408,9.954783903,2.33,0.522878745,1.683250823,265.17,2.425153666,16.29928424,0.78,0.250420002,1.13137085,8.3,0.966923541,2.960855732,2.25,0.511883361,1.658312395
17,10,17.10,TD,D 66,2,11,1.079181246,3.391164992,73,1.86923172,8.5732141,73,1.86923172,8.5732141,122.41,2.091336978,11.08630685,117.19,2.072594313,10.84867254,95.07,1.98257188,9.775810993,1.67,0.425968732,1.471960144,176.50,2.249198357,13.3041347,1.12,0.326335861,1.272792206,14.5,1.190331698,3.872983346,1.84,0.45331834,1.529705854
17,11,17.11,N,Negative,2,15,1.204119983,3.937003937,58,1.770852012,7.64852927,65,1.819543936,8.093207028,94.65,1.980670757,9.754325643,NA,NA,NA,NA,NA,NA,0.67,0.22184875,1.08012345,178.67,2.25446751,13.38531534,0.39,0.1430148,0.943398113,83.7,1.928054291,9.177871939,1.79,0.445604203,1.513274595
17,12,17.12,TD,D 10,2,9,1,3.082207001,85,1.934498451,9.246621004,92,1.968482949,9.617692031,71.86,1.862492999,8.506505914,83.00,1.924257736,9.137605368,76.00,1.88650072,8.746529142,2.00,0.477121255,1.58113883,230.83,2.36517588,15.20964606,0.92,0.283301229,1.191637529,8.2,0.965358514,2.955221368,1.95,0.469822016,1.565247584
18,1,18.01,TB,B 17,1,12,1.113943352,3.535533906,80,1.908485019,8.972179222,85,1.934498451,9.246621004,109.10,2.041768088,10.46876901,86.22,1.940620116,9.312400879,81.60,1.91695463,9.060638275,2.00,0.477121255,1.58113883,132.83,2.126564295,11.54700538,1.2,0.342422681,1.303840481,NA,NA,NA,NA,NA,NA
18,2,18.02,TB,B 06,1,14,1.176091259,3.807886553,85,1.934498451,9.246621004,85,1.934498451,9.246621004,91.20,1.964715,9.575835214,81.92,1.918667032,9.078627518,69.95,1.850970185,8.393622909,1.67,0.425968732,1.471960144,186.33,2.272615061,13.66869904,0.75,0.243038049,1.118033989,13.3,1.156347201,3.719318934,2.08,0.488550717,1.60623784
18,3,18.03,TB,B 05,1,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,98.47,1.997680142,9.948228847,95.51,1.984579867,9.798554904,74.38,1.877238991,8.653151146,3.33,0.636822098,1.957890021,137.17,2.14040328,11.73314394,0.84,0.264817823,1.15758369,21.9,1.359202861,4.729341039,2.24,0.51054501,1.655294536
18,4,18.04,TB,B 55,1,7,0.903089987,2.738612788,80,1.908485019,8.972179222,85,1.934498451,9.246621004,128.05,2.110768079,11.3381212,91.09,1.964209792,9.570236754,64.79,1.818167807,8.080297014,3.00,0.602059991,1.870828693,166.83,2.22487822,12.93573861,1.52,0.401400541,1.42126704,NA,NA,NA,NA,NA,NA
18,5,18.05,TB,B 51,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,85,1.934498451,9.246621004,93.68,1.976245289,9.704492498,72.03,1.863483425,8.516278189,79.02,1.903175734,8.917163047,2.33,0.522878745,1.683250823,190.17,2.281412168,13.80821012,0.92,0.283301229,1.191637529,37.9,1.590321588,6.199462342,1.91,0.463892989,1.55241747
18,6,18.06,TC,C 16,1,1,0.301029996,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,7,18.07,TD,D 20,2,13,1.146128036,3.674234614,80,1.908485019,8.972179222,85,1.934498451,9.246621004,108.05,2.037617247,10.41863163,96.48,1.988934676,9.848060711,98.24,1.996679058,9.936711783,2.00,0.477121255,1.58113883,257.17,2.411900167,16.05199884,1.03,0.307496038,1.236931688,18.1,1.281790638,4.316634492,2.21,0.506505032,1.646207763
18,8,18.08,TD,D 23,2,8,0.954242509,2.915475947,73,1.86923172,8.5732141,80,1.908485019,8.972179222,154.07,2.190531539,12.43267227,133.07,2.127346145,11.55744294,95.87,1.986201946,9.816965966,2.33,0.522878745,1.683250823,235.83,2.374442828,15.37313674,1.01,0.303196057,1.228820573,84.9,1.934161658,9.243015381,1.84,0.45331834,1.529705854
18,9,18.09,TD,D 47,2,13,1.146128036,3.674234614,80,1.908485019,8.972179222,85,1.934498451,9.246621004,150.75,2.181139826,12.29853193,142.10,2.155643394,11.94157606,73.51,1.87221089,8.602869855,3.00,0.602059991,1.870828693,217.17,2.338788396,14.75353065,1.13,0.328379603,1.276714533,NA,NA,NA,NA,NA,NA
18,10,18.10,TD,D 18,2,10,1.041392685,3.240370349,85,1.934498451,9.246621004,85,1.934498451,9.246621004,88.16,1.950172359,9.415968987,85.01,1.934562096,9.247302527,65.18,1.820729784,8.10434824,1.67,0.425968732,1.471960144,226.50,2.356981401,15.06651917,1.11,0.324282455,1.268857754,11.6,1.099220095,3.473710792,2.14,0.496929648,1.624807681
18,11,18.11,TD,D 29,2,10,1.041392685,3.240370349,92,1.968482949,9.617692031,92,1.968482949,9.617692031,98.09,1.996049389,9.929474468,95.18,1.983070278,9.78145133,92.70,1.971753007,9.654164623,1.00,0.301029996,1.224744871,158.50,2.202760687,12.60952021,0.69,0.227886705,1.090871211,5.6,0.817344971,2.463060427,2.29,0.517195898,1.670329309
18,12,18.12,TD,D 59,2,8,0.954242509,2.915475947,80,1.908485019,8.972179222,85,1.934498451,9.246621004,73.48,1.872031761,8.601083886,74.51,1.878008993,8.660876762,77.13,1.892799313,8.810599859,3.33,0.636822098,1.957890021,238.84,2.379921616,15.47061731,0.85,0.267171728,1.161895004,31.0,1.505602133,5.615454864,1.76,0.440909082,1.503329638
19,1,19.01,TC,C 11,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2,19.02,TC,C 07,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,3,19.03,N,Negative,1,15,1.204119983,3.937003937,58,1.770852012,7.64852927,65,1.819543936,8.093207028,82.90,1.923736265,9.132088267,NA,NA,NA,NA,NA,NA,1.00,0.301029996,1.224744871,201.33,2.306067436,14.20680588,0.7,0.230448921,1.095445115,140.7,2.151267675,11.88135795,1.5,0.397940009,1.414213562
19,4,19.04,TC,C 04,1,1,0.301029996,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,5,19.05,TC,C 30,1,6,0.84509804,2.549509757,142,2.155336037,11.93733639,142,2.155336037,11.93733639,135.75,2.135933016,11.67269416,116.42,2.069739245,10.8129198,98.11,1.996103229,9.930093084,7.00,0.903089987,2.738612788,235.67,2.374137094,15.36771508,1.31,0.36361198,1.345362405,0.5,0.176091259,1,2.74,0.572871602,1.8
19,6,19.06,TC,C 13,1,1,0.301029996,1.224744871,142,2.155336037,11.93733639,142,2.155336037,11.93733639,NA,NA,NA,NA,NA,NA,71.06,1.857711762,8.459486061,7.00,0.903089987,2.738612788,190.00,2.281033367,13.80217374,1.4,0.380211242,1.378404875,NA,NA,NA,NA,NA,NA
19,7,19.07,TD,D 02,2,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,130.48,2.118856848,11.44461175,110.97,2.04910503,10.55797633,103.99,2.02115214,10.22208474,1.00,0.301029996,1.224744871,216.83,2.338124337,14.74222959,1.13,0.328379603,1.276714533,52.3,1.72645552,7.264066813,1.76,0.440909082,1.503329638
19,8,19.08,T,Positive,2,14,1.176091259,3.807886553,122,2.089905111,11.06797181,122,2.089905111,11.06797181,123.05,2.093598581,11.11532805,137.45,2.141297456,11.74527281,100.77,2.007638141,10.06351351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,9,19.09,TD,D 41,2,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,10,19.10,TD,D 28,2,5,0.77815125,2.34520788,73,1.86923172,8.5732141,80,1.908485019,8.972179222,101.73,2.011711891,10.11105604,97.33,1.992697959,9.891041342,94.99,1.982245243,9.7721162,1.00,0.301029996,1.224744871,195.33,2.29299404,13.99404635,0.97,0.294466226,1.212435565,33.0,1.531478917,5.787918451,2.05,0.484299839,1.596871942
19,11,19.11,TD,D 74,2,13,1.146128036,3.674234614,85,1.934498451,9.246621004,92,1.968482949,9.617692031,98.77,1.998990774,9.963327097,104.14,2.021777702,10.22948461,94.13,1.978314646,9.727763128,1.67,0.425968732,1.471960144,222.67,2.349601265,14.93876389,0.8,0.255272505,1.140175425,48.0,1.69019608,6.964194139,1.98,0.474216264,1.574801575
19,12,19.12,TD,D 112,2,15,1.204119983,3.937003937,80,1.908485019,8.972179222,80,1.908485019,8.972179222,86.04,1.93972294,9.302731494,89.99,1.958978101,9.512451802,92.70,1.971730219,9.65390998,1.67,0.425968732,1.471960144,170.83,2.235107415,13.08943594,0.72,0.235528447,1.104536102,46.5,1.676998271,6.858085253,1.67,0.426511261,1.473091986
20,1,20.01,TC,C 33,1,5,0.77815125,2.34520788,NA,NA,NA,NA,NA,NA,114.58,2.062887968,10.72760014,NA,NA,NA,113.87,2.060196597,10.6942671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2,20.02,TC,C 18,1,2,0.477121255,1.58113883,149,2.176091259,12.22701926,149,2.176091259,12.22701926,79.64,1.906542306,8.952009551,93.38,1.974861248,9.688959219,102.60,2.015357655,10.15379235,10.00,1.041392685,3.240370349,229.00,2.361727836,15.14925741,1.63,0.419955748,1.459451952,NA,NA,NA,NA,NA,NA
20,3,20.03,TC,C 21,1,2,0.477121255,1.58113883,142,2.155336037,11.93733639,149,2.176091259,12.22701926,NA,NA,NA,NA,NA,NA,72.95,1.868923,8.570146765,12.00,1.113943352,3.535533906,199.50,2.302114377,14.14213562,1.76,0.440909082,1.503329638,NA,NA,NA,NA,NA,NA
20,4,20.04,TC,C 19,1,8,0.954242509,2.915475947,128,2.11058971,11.33578405,135,2.133538908,11.64044673,140.52,2.150828559,11.87533156,NA,NA,NA,104.84,2.024643157,10.26344842,7.33,0.920818754,2.798809271,174.00,2.243038049,13.20984481,1.61,0.416640507,1.452583905,2.1,0.486666573,1.602081979,2.22,0.507855872,1.64924225
20,5,20.05,T,Positive,1,12,1.113943352,3.535533906,128,2.11058971,11.33578405,128,2.11058971,11.33578405,88.21,1.950426034,9.418734873,66.61,1.830025248,8.192205325,78.35,1.899539176,8.879672465,9.33,1.014240439,3.13581462,465.67,2.669006781,21.59089314,1.3,0.361727836,1.341640786,0.2,0.06694679,0.816496581,2.22,0.507855872,1.64924225
20,6,20.06,TC,C 29,1,8,0.954242509,2.915475947,142,2.155336037,11.93733639,149,2.176091259,12.22701926,129.24,2.114748289,11.39039815,129.28,2.114886529,11.39221812,120.06,2.082999425,10.97996599,12.67,1.135662602,3.628590176,222.67,2.349601265,14.93876389,1.45,0.389166084,1.396424004,0.8,0.255272505,1.140175425,2.64,0.561101384,1.772004515
20,7,20.07,TD,D 14,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,85,1.934498451,9.246621004,115.47,2.066226273,10.76908869,121.94,2.089688438,11.06519992,107.96,2.037280174,10.41457064,1.33,0.367976785,1.354006401,195.67,2.293730757,14.00595112,1.43,0.385606274,1.389244399,9.9,1.037426498,3.224903099,2,0.477121255,1.58113883
20,8,20.08,TD,D 104,2,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,126.35,2.104988249,11.26263123,99.29,2.001263232,9.989559221,104.10,2.021621491,10.22763627,1.00,0.301029996,1.224744871,196.83,2.296299469,14.04753834,0.87,0.271841607,1.170469991,52.9,1.731320102,7.305249254,1.96,0.471291711,1.568438714
20,9,20.09,N,Negative,2,15,1.204119983,3.937003937,58,1.770852012,7.64852927,65,1.819543936,8.093207028,123.29,2.094440626,11.12615253,NA,NA,NA,NA,NA,NA,1.00,0.301029996,1.224744871,224.50,2.353146546,15,0.55,0.190331698,1.024695077,181.1,2.260230441,13.47466759,1.565,0.409087369,1.437010786
20,10,20.10,TD,D 35,2,4,0.698970004,2.121320344,80,1.908485019,8.972179222,80,1.908485019,8.972179222,85.77,1.938369748,9.288166126,80.40,1.910621834,8.994415938,81.82,1.91813606,9.073045736,2.33,0.522878745,1.683250823,281.67,2.451274598,16.79781732,1.09,0.320146286,1.260952021,0.7,0.238882089,1.110555417,2.43,0.53529412,1.711724277
20,11,20.11,TD,D 73,2,11,1.079181246,3.391164992,80,1.908485019,8.972179222,85,1.934498451,9.246621004,114.59,2.06292994,10.72812078,99.99,2.004278718,10.02447408,94.11,1.978214047,9.726630587,NA,NA,NA,162.33,2.213074825,12.7606165,1.14,0.330413773,1.280624847,8.5,0.977723605,3,2.03,0.481442629,1.590597372
20,12,20.12,TD,D 38,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,99.22,2.000936537,9.98578381,101.44,2.010465989,10.09649223,87.13,1.945115863,9.361003975,2.67,0.56427143,1.779513042,175.17,2.245923737,13.25393023,0.88,0.274157849,1.174734012,45.2,1.664641976,6.760177512,1.94,0.46834733,1.562049935
21,1,21.01,N,Negative,1,15,1.204119983,3.937003937,58,1.770852012,7.64852927,65,1.819543936,8.093207028,59.97,1.785102212,7.776119662,NA,NA,NA,NA,NA,NA,1.33,0.367976785,1.354006401,166.67,2.22444673,12.9292949,0.92,0.283301229,1.191637529,109.4,2.042837926,10.48173014,1.73,0.436162647,1.493318452
21,2,21.02,TC,C 23,1,2,0.477121255,1.58113883,142,2.155336037,11.93733639,142,2.155336037,11.93733639,NA,NA,NA,NA,NA,NA,144.31,2.162305648,12.03384372,3.00,0.602059991,1.870828693,129.75,2.116441698,11.41271221,1.78,0.444044796,1.509966887,NA,NA,NA,NA,NA,NA
21,3,21.03,TC,C 22,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,4,21.04,TC,C 08,1,4,0.698970004,2.121320344,135,2.133538908,11.64044673,135,2.133538908,11.64044673,NA,NA,NA,NA,NA,NA,112.60,2.05536419,10.63467446,6.33,0.865301426,2.614064524,220.33,2.345046825,14.86046208,1.74,0.437750563,1.496662955,NA,NA,NA,NA,NA,NA
21,5,21.05,TC,C 35,1,11,1.079181246,3.391164992,142,2.155336037,11.93733639,149,2.176091259,12.22701926,138.65,2.145043473,11.79622035,123.46,2.095022771,11.13364211,126.33,2.104945467,11.26207433,8.00,0.954242509,2.915475947,117.17,2.072494985,10.84742673,1.67,0.426511261,1.473091986,0.8,0.263241435,1.154700538,2.64,0.561101384,1.772004515
21,6,21.06,T,Totontepec,1,11,1.079181246,3.391164992,122,2.089905111,11.06797181,128,2.11058971,11.33578405,92.13,1.96908765,9.624426281,105.67,2.028027684,10.30370863,97.08,1.991558658,9.878009769,5.00,0.77815125,2.34520788,278.50,2.446381812,16.70329309,1.48,0.394451681,1.407124728,NA,NA,NA,NA,NA,NA
21,7,21.07,TD,D 100,2,12,1.113943352,3.535533906,80,1.908485019,8.972179222,85,1.934498451,9.246621004,127.03,2.107323375,11.29306993,125.51,2.102112395,11.2252559,113.66,2.059406092,10.68449609,2.00,0.477121255,1.58113883,202.83,2.309275207,14.25949976,1.51,0.399673721,1.417744688,7.1,0.906694111,2.750757471,2.52,0.546542663,1.73781472
21,8,21.08,TD,D 40,2,2,0.477121255,1.58113883,100,2.004321374,10.02496883,100,2.004321374,10.02496883,146.10,2.16762108,12.10796629,93.12,1.973683407,9.675759537,85.57,1.937374451,9.27746744,1.00,0.301029996,1.224744871,117.25,2.072801149,10.85126721,1.38,0.376576957,1.37113092,0.4,0.130333768,0.921954446,2.12,0.494154594,1.618641406
21,9,21.09,TD,D 24,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,141.37,2.153404908,11.91073252,125.26,2.10126476,11.21426332,107.44,2.035192944,10.38945897,2.33,0.522878745,1.683250823,233.67,2.370451404,15.30250524,1.01,0.303196057,1.228820573,38.1,1.592546842,6.215571843,2.36,0.526339277,1.691153453
21,10,21.10,T,Positive,2,14,1.176091259,3.807886553,114,2.06069784,10.70046728,122,2.089905111,11.06797181,142.32,2.156302757,11.95067639,122.54,2.091792225,11.09214259,121.35,2.087606258,11.0385979,8.00,0.954242509,2.915475947,536.17,2.730109055,23.16606714,1.135,0.329397879,1.278671185,1.1,0.322219295,1.264911064,1.61,0.416640507,1.452583905
21,11,21.11,N,Negative,2,14,1.176091259,3.807886553,58,1.770852012,7.64852927,65,1.819543936,8.093207028,137.98,2.142963838,11.76790933,NA,NA,NA,NA,NA,NA,1.33,0.367976785,1.354006401,219.67,2.343736735,14.83801424,0.5,0.176091259,1,129.0,2.11383198,11.378342,2.13,0.495544338,1.621727474
21,12,21.12,TD,D 98,2,5,0.77815125,2.34520788,85,1.934498451,9.246621004,85,1.934498451,9.246621004,142.12,2.15569669,11.94231139,NA,NA,NA,69.29,1.846913484,8.354234105,1.67,0.425968732,1.471960144,125.17,2.100944629,11.21011448,1.01,0.303196057,1.228820573,NA,NA,NA,NA,NA,NA
22,1,22.01,TC,C 25,1,4,0.698970004,2.121320344,149,2.176091259,12.22701926,149,2.176091259,12.22701926,73.12,1.869930422,8.580160171,115.14,2.064982816,10.75361641,91.74,1.967279209,9.604300471,4.00,0.698970004,2.121320344,111.50,2.051152522,10.58300524,2.21,0.506505032,1.646207763,NA,NA,NA,NA,NA,NA
22,2,22.02,TC,C 10,1,4,0.698970004,2.121320344,135,2.133538908,11.64044673,135,2.133538908,11.64044673,172.55,2.239434579,13.15499832,NA,NA,NA,113.60,2.059188423,10.68180716,8.00,0.954242509,2.915475947,208.75,2.32170197,14.46547614,1.53,0.403120521,1.424780685,NA,NA,NA,NA,NA,NA
22,3,22.03,C,PH207,1,13,1.146128036,3.674234614,58,1.770852012,7.64852927,65,1.819543936,8.093207028,114.27,2.06170394,10.7129231,NA,NA,NA,NA,NA,NA,1.00,0.301029996,1.224744871,90.00,1.959041392,9.513148795,1.1,0.322219295,1.264911064,29.7,1.487138375,5.495452666,2.19,0.503790683,1.640121947
22,4,22.04,TC,C 26,1,3,0.602059991,1.870828693,128,2.11058971,11.33578405,135,2.133538908,11.64044673,143.33,2.159365742,11.99304108,122.61,2.092069315,11.09569606,120.72,2.085373222,11.010139,10.00,1.041392685,3.240370349,275.00,2.440909082,16.59819267,1.66,0.424881637,1.469693846,NA,NA,NA,NA,NA,NA
22,5,22.05,T,Positive,1,11,1.079181246,3.391164992,122,2.089905111,11.06797181,122,2.089905111,11.06797181,101.55,2.010953239,10.10218541,97.02,1.991309478,9.875161858,88.63,1.952430844,9.440622109,6.00,0.84509804,2.549509757,274.83,2.440646748,16.59317129,1.6,0.414973348,1.449137675,NA,NA,NA,NA,NA,NA
22,6,22.06,TC,C 05,1,5,0.77815125,2.34520788,128,2.11058971,11.33578405,128,2.11058971,11.33578405,137.16,2.140391277,11.73298121,131.75,2.123035499,11.50001289,94.36,1.979354445,9.739476865,4.33,0.726998728,2.198484326,297.67,2.475186755,17.2675032,1.435,0.386498966,1.391042774,NA,NA,NA,NA,NA,NA
22,7,22.07,TD,D 12,2,14,1.176091259,3.807886553,92,1.968482949,9.617692031,92,1.968482949,9.617692031,123.71,2.095911654,11.14508767,120.23,2.083611252,10.98773499,113.07,2.057171554,10.65692402,5.33,0.801632346,2.415229458,257.33,2.412180448,16.05718946,1.46,0.390935107,1.4,4.6,0.75076545,2.265686062,2.17,0.501059262,1.634013464
22,8,22.08,T,Totontepec,2,13,1.146128036,3.674234614,122,2.089905111,11.06797181,128,2.11058971,11.33578405,85.35,1.936272343,9.265634817,97.64,1.994071854,9.906778889,94.56,1.980271045,9.749814292,7.00,0.903089987,2.738612788,389.00,2.591064607,19.73575436,1.215,0.345373731,1.309580085,4.7,0.758407192,2.287647992,2.29,0.517195898,1.670329309
22,9,22.09,TD,D 110,2,13,1.146128036,3.674234614,80,1.908485019,8.972179222,85,1.934498451,9.246621004,140.68,2.151298619,11.88178272,122.44,2.091465492,11.08795395,129.96,2.117146536,11.42201266,3.33,0.636822098,1.957890021,231.50,2.366422957,15.23154621,1.39,0.378397901,1.374772708,10.9,1.075546961,3.376388603,2.3,0.51851394,1.673320053
22,10,22.10,TD,D 44,2,13,1.146128036,3.674234614,73,1.86923172,8.5732141,80,1.908485019,8.972179222,110.27,2.04637426,10.52468618,116.64,2.070567142,10.82327514,99.71,2.003071633,10.01048334,2.33,0.522878745,1.683250823,225.67,2.355387658,15.03883861,0.76,0.245512668,1.122497216,68.8,1.843855423,8.324662155,1.6,0.414973348,1.449137675
22,11,22.11,TD,D 107,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,85,1.934498451,9.246621004,130.30,2.118249346,11.43657949,141.61,2.15414502,11.92092158,115.49,2.066290147,10.76988406,3.00,0.602059991,1.870828693,196.67,2.295933439,14.04160485,0.95,0.290034611,1.204159458,NA,NA,NA,NA,NA,NA
22,12,22.12,TD,D 69,2,10,1.041392685,3.240370349,80,1.908485019,8.972179222,85,1.934498451,9.246621004,107.07,2.03369424,10.37146493,94.76,1.981167812,9.75993855,85.63,1.937661944,9.280556514,3.00,0.602059991,1.870828693,87.50,1.946943271,9.38083152,1.09,0.320146286,1.260952021,NA,NA,NA,NA,NA,NA
23,1,23.01,TC,C 34,1,5,0.77815125,2.34520788,128,2.11058971,11.33578405,128,2.11058971,11.33578405,125.95,2.103639104,11.24508206,107.02,2.033522918,10.36940994,91.76,1.967379504,9.605415548,6.00,0.84509804,2.549509757,190.00,2.281033367,13.80217374,1.52,0.401400541,1.42126704,NA,NA,NA,NA,NA,NA
23,2,23.02,TC,C 24,1,2,0.477121255,1.58113883,NA,NA,NA,NA,NA,NA,144.80,2.163766904,12.05417559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3,23.03,TC,C 01,1,4,0.698970004,2.121320344,128,2.11058971,11.33578405,135,2.133538908,11.64044673,93.67,1.976226964,9.704286675,90.98,1.963677883,9.564345905,63.74,1.811196703,8.015209223,10.00,1.041392685,3.240370349,486.50,2.68797462,22.06807649,1.62,0.418301291,1.456021978,NA,NA,NA,NA,NA,NA
23,4,23.04,TC,C 17,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,5,23.05,TC,C 15,1,2,0.477121255,1.58113883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,6,23.06,N,Negative,1,14,1.176091259,3.807886553,58,1.770852012,7.64852927,65,1.819543936,8.093207028,79.19,1.904116642,8.926888626,NA,NA,NA,NA,NA,NA,1.33,0.367976785,1.354006401,204.67,2.313163909,14.32364013,0.75,0.243038049,1.118033989,179.3,2.25607601,13.41019513,1.59,0.413299764,1.445683229
23,7,23.07,TD,D 45,2,15,1.204119983,3.937003937,85,1.934498451,9.246621004,92,1.968482949,9.617692031,122.42,2.091389636,11.08698171,110.76,2.048274029,10.54783477,102.42,2.014584137,10.1447101,1.33,0.367976785,1.354006401,160.83,2.20906798,12.70170592,1.34,0.369215857,1.356465997,10.6,1.065704172,3.336665002,2.81,0.580924976,1.81934054
23,8,23.08,TD,D 09,2,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,120.00,2.082799812,10.97743247,114.50,2.062597893,10.72400256,119.06,2.079394861,10.93430558,3.33,0.636822098,1.957890021,190.83,2.282924073,13.83232928,1.09,0.320146286,1.260952021,12.3,1.122761817,3.573047252,2.06,0.485721426,1.6
23,9,23.09,TD,D 99,2,12,1.113943352,3.535533906,80,1.908485019,8.972179222,85,1.934498451,9.246621004,126.45,2.105347006,11.26730239,116.22,2.068994658,10.80361489,115.05,2.064645321,10.74942077,1.00,0.301029996,1.224744871,171.00,2.235528447,13.09580085,0.9,0.278753601,1.183215957,51.7,1.722085224,7.227263198,2.25,0.511883361,1.658312395
23,10,23.10,TD,D 68,2,14,1.176091259,3.807886553,73,1.86923172,8.5732141,80,1.908485019,8.972179222,124.72,2.099392271,11.19001774,104.22,2.022090695,10.23318905,96.44,1.988745324,9.845902998,2.00,0.477121255,1.58113883,182.83,2.264424262,13.54006401,0.98,0.29666519,1.216552506,76.0,1.886302678,8.744522095,2.15,0.498310554,1.62788206
23,11,23.11,T,Positive,2,14,1.176091259,3.807886553,114,2.06069784,10.70046728,122,2.089905111,11.06797181,128.75,2.113121391,11.36900128,115.82,2.067524289,10.78526339,92.95,1.972904265,9.667037719,9.67,1.028028724,3.188521078,515.17,2.712789955,22.70829511,0.955,0.291146762,1.206233808,15.1,1.205925784,3.945461528,1.81,0.44870632,1.519868415
23,12,23.12,TD,D 06,2,9,1,3.082207001,80,1.908485019,8.972179222,80,1.908485019,8.972179222,96.63,1.989594763,9.855586204,109.17,2.042053133,10.47222079,99.34,2.001474495,9.992001399,4.00,0.698970004,2.121320344,200.83,2.304992893,14.18919777,0.89,0.276461804,1.178982612,NA,NA,NA,NA,NA,NA
24,1,24.01,TC,C 28,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,24.02,TC,C 06,1,2,0.477121255,1.58113883,135,2.133538908,11.64044673,135,2.133538908,11.64044673,NA,NA,NA,NA,NA,NA,87.04,1.944703094,9.35653113,5.50,0.812913357,2.449489743,189.50,2.27989498,13.78404875,1.81,0.44870632,1.519868415,NA,NA,NA,NA,NA,NA
