"","value"
"B 01",96.2508102874905
"B 03",99.3525674260673
"B 04",98.2665991263108
"B 05",96.3313937536071
"B 06",94.0920666502983
"B 07",95.9226375828263
"B 08",99.1833536841022
"B 10",93.7839830927969
"B 11",96.1320468949031
"B 12",101.961630600542
"B 13",89.1193541083263
"B 14",113.644577526258
"B 15",99.3378011587585
"B 16",91.1367270640636
"B 17",100.376344941399
"B 18",103.396465884996
"B 19",104.10359267019
"B 20",102.385097449129
"B 21",101.944625247498
"B 23",106.914757406267
"B 24",101.358072152221
"B 26",95.1953366711614
"B 28",96.4044266056285
"B 31",100.959539239554
"B 32",102.840629576221
"B 33",101.372765895668
"B 34",101.775648477178
"B 35",91.2966291742534
"B 36",98.3062329481686
"B 37",96.4757284969459
"B 38",97.1987409876192
"B 43",103.254903626925
"B 45",92.8993186905292
"B 46",100.085492325888
"B 47",100.74744308149
"B 49",109.498124521099
"B 51",94.0274775798003
"B 52",94.8100904977651
"B 53",99.8330744651147
"B 55",99.2246477904124
"B 56",105.084872530227
"B 57",99.7640150697966
"B 58",96.2092323630225
"B 59",96.4668438462291
"B 62",92.4238217583137
"B 64",94.7626738352373
"B 65",96.7714591562847
"B 67",99.9512210583634
"B 69",94.2516527148131
"B 71",97.2173069342279
"B 72",93.6367569647236
"B 74",101.429228421782
"B 75",105.42868464169
"B 76",100.941055997088
"B 77",99.6003651582416
"B 78",96.2034283744921
"B 79",95.735048734177
"B 80",96.7486690509923
"B 84",95.9515426320611
"B 85",100.739860704736
"B 86",97.0709557227885
"B73",98.5952922053392
"C 01",91.1286420023554
"C 03",93.8625422267815
"C 05",102.359049568558
"C 10",112.338770875844
"C 18",90.3535175653496
"C 19",106.42207501025
"C 21",102.03286140555
"C 24",104.25598059609
"C 25",87.4782999584875
"C 26",104.356264992753
"C 28",103.36429173762
"C 29",102.54755092771
"C 30",107.937792163371
"C 33",104.713087651082
"C 34",107.355355914751
"C 35",99.6066647774154
"D 01",104.200208608362
"D 02",102.007296970715
"D 03",105.926397784783
"D 04",96.7859829034928
"D 05",94.4708033555279
"D 06",93.4343604013497
"D 07",95.9569786412257
