<Trait>	15NT1	15NT2	15NT3	AR	DPS	DT	GDM	GTNP	GTN	PDM	PTNP	PTN	SC
31_01:486627	102.0255738	88.89992827	81.46447682	4.484944618	97.34364505	91.14395207	5.704011069	2.271619979	0.138319903	216.0883152	1.328245123	3.080285419	10.78903774
31_02:486628	103.0027268	91.51485656	81.92393343	3.497665537	99.30029657	93.84397182	17.18691904	2.230612733	0.378415814	214.7093796	1.25941831	2.681127164	10.7493437
31_03:486629	104.1987461	89.1036756	79.5661761	3.157422481	99.27597763	97.46296793	23.87215065	2.184818676	0.473903242	213.5144479	1.258396599	2.693453048	11.24968419
31_04:486630	100.3516106	92.06101588	80.38065567	2.884332496	101.714342	97.37170036	7.454785016	2.286638608	0.176172476	218.6424562	1.210087374	2.559870536	10.80680529
31_05:486631	97.95772567	87.31037397	78.57771705	3.564055805	97.29055935	93.78296101	5.122320679	2.345020099	0.132461113	196.7438473	1.29465583	2.584328951	12.07189698
31_06a:486632	100.0810709	90.06709564	79.05683936	4.18818492	101.8489713	98.13053862	NA	NA	NA	151.5679499	1.35220043	2.070247949	7.417352918
32_01:486633	97.7804117	85.33250188	77.84304211	3.527174006	101.8688413	99.91688752	21.10225159	2.122532344	0.404857217	217.3643003	1.305790055	2.94681788	9.947374072
32_02:486634	97.36473959	89.25661974	78.10042622	3.011761524	99.28491016	97.50708713	22.16855765	2.116843591	0.400269129	191.9123999	1.246723731	2.400833505	11.53154305
32_03a:486635	103.3629537	91.84295924	80.33290605	4.643980362	104.626146	102.5855723	9.818258837	2.128527812	0.203184382	213.0448482	1.309223241	2.755587881	1.807914651
32_04:486636	106.8114133	93.72944026	80.79127111	4.884513231	97.43590507	95.59483005	10.20513111	2.384856105	0.256751943	244.6834329	1.33337371	3.48955236	6.829986225
33_01a:486637	97.43992223	90.88806988	81.74316822	6.242219619	108.2489733	105.4172889	NA	NA	NA	249.7360295	NA	NA	2.93296392
33_02:486638	95.41087783	88.15384146	78.97030974	4.70365868	99.48134349	95.72385459	15.29288175	2.069393742	0.288431501	241.9565155	1.270943134	3.053858945	7.011965622
33_05:486639	101.3484929	92.44514953	79.1454402	3.917276419	95.47292628	93.62718993	19.54368346	2.264827477	0.436350994	218.874326	1.258994656	2.789756749	11.24475585
33_06:486640	93.34235108	81.62816535	75.58248777	4.648484735	95.59256531	91.25590322	11.09373836	2.113630956	0.223870384	219.4987213	1.429519432	3.509829413	7.070137097
34_02:486641	97.80969355	88.5851952	79.42898116	3.267373088	101.95835	97.39370723	14.91552615	2.161069748	0.299962014	206.4511722	1.223994677	2.405333774	10.90493041
34_03:486642	99.62012639	89.70509224	80.55086166	4.775572225	99.1783253	93.76686015	13.77549082	2.179050323	0.27763122	218.1541901	1.22542242	2.514852824	11.68722499
34_05:486643	102.680167	91.78547153	77.78984854	4.286491501	97.3832742	93.77903666	12.45322751	2.315958928	0.276414958	225.3290153	1.28675406	2.921761232	10.72086963
34_06:486644	94.72731233	86.02506583	80.24332523	4.168502706	97.38612081	93.81680913	11.7908734	2.222802001	0.250402147	209.8325606	1.308994087	2.76358128	9.456487823
35_01:486645	96.67819532	86.86243586	78.13915467	3.413223131	99.08308242	93.62800723	17.69338961	2.248832765	0.387407799	183.261517	1.263102751	2.32555765	9.930619644
35_02:486646	102.6446793	91.00078184	78.11476959	4.782533687	104.3337008	102.4805599	6.449845457	2.278391773	0.147258547	268.0075919	1.223881149	3.119196113	8.194533881
35_03:486647	101.5017718	89.90358028	78.67312466	4.497819875	101.6367038	95.43891633	1.536164875	2.293406474	0.044293203	185.1240582	1.231904272	2.259896705	9.626079316
35_04:486648	101.2480101	90.45541147	78.55479543	4.914202962	101.4349373	95.31396422	7.875695517	2.161295289	0.173501114	196.456783	1.346362676	2.726601946	8.618782938
36_01:486649	98.19620011	89.56768081	78.77437681	4.323778524	97.45331017	93.8492353	5.721015567	2.247464217	0.133849943	207.902424	1.299303641	2.722754091	8.163874716
36_02:486650	96.57125298	87.48705456	77.75629155	2.386504256	95.60131359	88.69798983	29.61433274	2.135181229	0.574782162	183.2983869	1.236630224	2.287169838	11.13269408
36_03:486651	104.5733138	92.61452407	81.5826178	3.180740971	97.52372745	93.87035244	12.78950868	2.219030298	0.267204404	212.2286169	1.315341801	2.920496036	9.461381167
36_04:486652	94.30183309	86.05287044	76.92368864	4.291798977	97.49388168	91.35816723	32.66361623	2.071643021	0.586537417	228.600883	1.227546165	2.833937834	11.15095867
36_06:486654	102.3728501	88.61220288	80.8308439	3.049960162	93.09376632	91.39240865	21.01875715	1.985036722	0.333625976	178.5338894	1.245790039	2.109056088	12.05520561
37_01:486655	97.07036201	89.37982088	78.21061167	3.792641521	95.50591393	93.7224405	18.01164381	2.12368928	0.362188905	239.1966248	1.273184834	3.207432964	8.215050502
37_03:486656	100.7303957	94.06832867	79.47242627	3.439613646	97.04171506	93.5315718	6.376555132	2.15335547	0.139864571	216.4506586	1.333201412	3.011209803	8.603079007
37_04:486657	97.75493434	90.10426279	79.246205	5.64391547	99.87183362	95.52313865	22.36603873	2.105696415	0.431609088	261.2466442	1.293479234	3.333598415	8.776202763
37_05:486659	95.36849774	87.04811133	76.49429721	3.136109171	99.30071985	95.65393053	7.149630207	2.189235497	0.154893763	202.1576897	1.272977555	2.520149716	9.496601083
37_06:486660	100.7633255	86.81937315	80.62109136	4.730469889	97.36188837	91.21950983	NA	NA	NA	222.4811314	1.303422819	2.839311257	6.615357936
38_01:486661	103.6828297	94.99971306	80.45940031	3.094381064	99.64399907	97.6110586	21.20577656	2.115163504	0.412260279	185.275941	1.221815268	2.292493127	9.890989164
38_02:486662	101.1630232	90.41564756	78.97340661	4.766615272	99.55112038	95.64418013	5.292432307	2.234866386	0.121980571	232.7590576	1.273534602	2.988430512	6.969464357
38_03:486663	96.83164993	85.66828235	79.03809011	4.146854582	99.54470507	97.65337448	17.57637443	2.109550087	0.341816184	230.6426832	1.245278133	2.91099278	9.920258799
38_04:486664	97.65766318	87.52168376	79.13494433	3.660944297	104.8973318	102.7725938	10.02730266	2.216218877	0.219764344	208.8735796	1.244438665	2.591361419	7.369495506
38_05:486665	96.33566043	87.67108748	79.6449285	5.123753978	102.1925771	100.0977562	9.445639297	2.18342648	0.205619758	241.8181074	1.361928904	3.518934281	10.78087437
38_06:486666	99.64487346	88.16102944	78.45894094	4.919755935	102.1552532	95.69937689	19.67216648	2.14851156	0.391447959	214.179414	1.288128929	2.743148852	9.058172231
39_02:486667	99.27180988	90.52990702	79.30428095	5.061357333	102.0767873	97.48050808	9.589551445	2.253016638	0.21420338	246.173327	1.246925859	3.111218936	7.89647356
39_03:486668	96.14007243	86.22818873	78.58615609	3.700511783	102.1184218	97.51565305	7.097545164	2.154083439	0.156982479	199.9248808	1.280356096	2.45482569	8.848449397
39_04:486669	101.4010738	93.52325469	81.28597536	3.649988347	99.96085347	95.54749254	2.952028735	2.358077177	0.078344564	186.4604697	1.335030348	2.578945025	7.57064646
39_05a:486670	98.75116602	88.01392872	78.69946525	5.422474555	100.2032499	98.28762252	6.730709045	2.265784723	0.152699346	232.0462078	1.361194545	3.353790618	6.632091751
39_06:486671	95.83417105	88.23225938	78.03885284	4.049168023	95.57347051	93.74226418	15.3174904	2.147174916	0.319823591	214.3628672	1.227578643	2.500737401	10.14423312
4_04:486501	96.20185793	89.944463	80.07180542	3.449189127	100.4030557	95.14630976	34.79662457	2.230362292	0.717586306	242.0540318	1.21176516	2.906530565	11.31095283
4_05:486502	106.1283081	97.48271332	80.73702462	5.044613011	97.683549	93.39305016	8.611855397	2.178494295	0.177888498	215.0907479	1.246564888	2.685529241	8.856142745
40_01:486672	96.04947285	86.55144911	79.71187488	4.111537165	99.54494037	95.79461107	6.188749683	2.155332773	0.142813235	217.7613663	1.348603684	3.162987314	11.97045691
40_03:486673	100.5877103	84.63141459	82.10473906	4.381356835	97.58678565	93.94611635	11.35981835	2.170063549	0.235278912	223.8583147	1.255397201	2.8229698	10.31067465
40_04:486674	102.2260311	93.67589679	81.61854818	2.424506942	99.39447999	97.55095403	20.24890915	2.224696117	0.443871435	203.3750974	1.221109403	2.351423976	11.54193181
40_05a:486675	94.88780386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.691259149
40_06:486676	98.00023683	85.57752805	77.71209114	5.404598434	104.6297429	100.1736946	5.178103122	2.104417479	0.115711075	229.1531568	1.31425266	3.070855318	8.647044753
41_01:486677	108.1760055	93.20370901	81.87385162	4.596244614	107.5886297	105.568559	6.301777809	2.287222669	0.154437817	225.8404685	1.279369219	3.05730374	10.84595959
41_02:486678	102.0804656	87.70521657	77.06493444	4.291183083	101.7568201	99.99128386	NA	NA	NA	177.0656195	1.325223206	2.440105836	5.770657597
41_05:486679	99.12159215	90.12290578	78.9097978	5.006262697	99.24213335	93.94142805	14.76711216	2.193908562	0.305828839	206.3539556	1.321156331	2.789752543	7.983449523
41_06:486680	104.2893349	94.30876596	79.7365427	4.494425633	101.9092506	95.80733531	6.873023886	2.250935298	0.162442551	262.033055	1.260253231	3.373285964	11.25346091
42_01:486681	99.53035178	89.72970513	82.0037085	2.661428923	92.96598304	91.29766921	32.01932921	1.985529742	0.528374365	195.9496631	1.136813885	2.211614442	11.41780574
42_02a:486682	112.2873658	98.66626305	81.48443036	4.115488431	93.10589601	85.93418145	39.25488266	2.113046791	0.745718609	231.0445835	1.295042301	3.005517166	6.649317407
42_03:486683	96.47306041	89.15028295	79.03519445	2.75171148	99.3501922	97.51056298	59.75602767	1.96371117	0.968435797	209.6344496	1.089859356	2.041294151	10.07917371
42_05a:486684	105.8949245	92.26228985	78.39599963	6.038484999	99.46284622	95.84725966	1.893566463	2.207593041	0.054191771	245.8734283	1.332869441	3.377749214	2.513591262
42_06a:486685	93.38294101	89.0406272	78.97416383	4.571205386	104.5275076	100.1160402	NA	NA	NA	155.2698618	1.333375824	2.052528735	7.971160805
43_01:486686	104.2817939	92.32311129	79.00804036	3.640094138	101.8621826	97.48395499	6.210759308	2.283461016	0.148817531	204.3358692	1.266802321	2.650202165	11.18288812
43_02:486687	107.4334218	98.69965684	81.32223372	4.669893627	97.67378966	93.87543075	20.66511827	2.139411038	0.419325985	236.1998334	1.291196748	3.046318727	11.49808032
43_03:486688	98.6746516	95.31355855	81.02876051	3.394772638	97.36039504	93.72816724	9.516688969	2.244672274	0.207807377	210.2812719	1.319050439	2.87053803	10.69201306
43_05:486689	102.3067143	86.79756715	77.20124511	3.625925738	95.67158361	91.42202065	57.46382215	2.097073343	1.052422565	197.307418	1.257074601	2.404569966	10.2591211
43_06:486690	95.24936666	83.83815186	78.70213714	4.334189205	95.39686825	93.78791182	0.848057858	2.371862497	0.039604905	227.2295562	1.3298115	3.025666247	3.889757157
44_01:486691	100.5870651	86.50767487	79.08457383	3.990154438	95.74922448	93.93996207	23.2530043	2.116416125	0.442162932	194.0073928	1.26177387	2.486036712	10.71053051
44_02:486692	104.283686	92.78025095	81.53315144	3.089643096	95.72117496	91.36808386	32.33787468	2.04527684	0.588046671	205.963306	1.241197772	2.540562447	9.166160544
44_03:486693	NA	89.4702363	79.38455734	3.624853978	95.81683765	93.93063889	9.154588702	2.281690294	0.219359864	249.8876236	1.226700036	2.988560953	10.69650771
44_04:486694	NA	90.90361984	78.73500818	4.953186969	95.67649727	93.93180817	2.017731451	2.35940199	0.067634906	223.9370585	1.335305098	3.089679166	9.141608375
44_05:486695	101.5358767	92.08220468	79.8479985	4.342048469	99.49145442	95.75537011	17.86083441	2.120142676	0.34217548	211.2708981	1.284961999	2.728652135	9.90055051
45_01:486696	96.95132104	87.02344658	78.4182365	3.856778871	102.0997126	97.44511979	8.674478744	2.154546247	0.183576509	219.8325824	1.282410141	2.803127441	9.049539866
45_02:486697	97.60971712	94.73560144	79.77683656	4.840073015	95.59297955	91.28377806	11.23345501	2.133744164	0.225615316	193.0827423	1.259108615	2.347127165	7.389120039
45_03:486698	96.76328827	95.73615633	82.26768908	3.748672979	99.24748053	97.47894583	11.9963751	2.225825622	0.257471526	234.5208501	1.280094392	2.980869898	11.01449225
45_06:486700	95.69075027	84.17859376	75.21621175	5.326196597	113.0397975	105.4135123	1.340426381	2.501847702	0.043922763	216.5120333	1.324944484	2.827814472	8.734347662
46_02:486701	97.48055031	93.34738495	83.10672106	3.369752687	97.45545056	93.86400755	5.618520008	2.175156094	0.127096139	200.3225415	1.292777412	2.629187959	11.87874234
46_03:486702	NA	92.30711192	79.81862179	2.299880055	95.44027992	93.80115318	26.68451251	2.108552812	0.523141652	195.2082734	1.152579602	2.02278553	9.872391429
46_04:486703	98.68616801	90.99090055	80.84326363	3.288053649	99.38103331	95.73995695	38.65858604	2.001893559	0.662568061	196.3174039	1.165483501	2.112784935	11.15819153
