"","value"
"B 01",80.5759444405974
"B 03",92.7287292474755
"B 04",103.548659584092
"B 05",80.4220714373307
"B 06",85.2432419876515
"B 07",96.3535609424839
"B 08",82.8396045994605
"B 10",82.749285883777
"B 11",92.2406093324174
"B 12",89.2307893306058
"B 13",88.811606539822
"B 14",85.3991518025707
"B 15",95.806956625375
"B 16",89.0264819163251
"B 17",88.3177988478044
"B 18",92.5687846537349
"B 19",103.384079960903
"B 20",91.9087012820135
"B 21",83.2340816056728
"B 22",85.3546247507191
"B 23",82.7592436118392
"B 24",85.2752716044502
"B 25",83.0829616970602
"B 26",95.8707712342564
"B 27",103.09982836268
"B 28",83.1766937301883
"B 29",84.6974224325908
"B 30",85.2023424091486
"B 31",80.500587802438
"B 32",84.5988021386081
"B 33",80.4794791320146
"B 34",82.7523344589926
"B 35",85.5400334633844
"B 36",84.8919004654597
"B 37",80.0198565448612
"B 38",91.7679864015426
"B 41",88.9182217916337
"B 43",99.1757549393173
"B 44",88.6081204067621
"B 45",88.3326556795698
"B 46",85.7175175033181
"B 47",86.3312720472916
"B 49",83.3842856494
"B 50",83.3662000583814
"B 51",85.6305717025335
"B 52",85.1992502824654
"B 53",85.4163967503746
"B 54",84.8323550576359
"B 55",85.3628661624572
"B 56",85.3175171408221
"B 57",88.2227048400388
"B 58",91.9611834245161
"B 59",80.5674115823202
"B 60",91.4313528205541
"B 61",80.407599468036
"B 62",82.6982903217774
"B 63",80.0656322339843
"B 64",80.8132897618181
"B 65",86.0334726264379
"B 66",88.6400853363406
"B 67",85.3009298749361
"B 68",80.50785625595
"B 69",88.9240802052771
"B 70",80.2613163409199
"B 71",88.5501594520266
"B 72",89.0450395564325
"B 74",103.187815875381
"B 75",85.2786897740829
"B 76",88.7433456116829
"B 77",91.6690683227691
"B 78",80.2800277188925
"B 79",85.4856863294049
"B 80",88.6082888398919
"B 82",85.4279167439743
"B 84",83.12491595274
"B 85",88.4879986538176
"B 86",85.3914729177975
"B73",69.9209916386978
"C 01",132.894385471371
"C 02",136.338419099344
"C 03",136.313508108799
"C 04",137.88512897213
"C 05",129.926784102806
"C 06",132.821002206561
"C 08",130.269150424298
"C 10",133.267629115799
"C 13",139.847702301732
"C 16",131.959432147419
"C 18",143.006884685209
