Longitude,Latitude,Plot,TFamily,Parent1,Parent2,Line,Genotype,Rep,SC,SC_logT,SC_sqrtT,DT,DT_logT,DT_sqrtT,DPS,DPS_logT,DPS_sqrtT,15NT1,15NT1_logT,15NT1_sqrtT,15NT2,15NT2_logT,15NT2_sqrtT,15NT3,15NT3_logT,15NT3_sqrtT,AR,AR_logT,AR_sqrtT,PDM,PDM_logT,PDM_sqrtT,PTN_percent,PTN_percent_logT,PTN_percent_sqrtT,PTN,PTN_logT,PTN_sqrtT,GDM,GDM_logT,GDM_sqrtT,GTN_percent,GTN_percent_logT,GTN_percent_sqrtT,GTN,GTN_logT,GTN_sqrtT
52,6,52.06,TF,T,F,F 29,52_06:486735,1,5,0.77815125,2.34520788,80,1.908485019,8.972179222,85,1.934498451,9.246621004,93.18,1.973958686,9.678842906,86.65,1.94275192,9.335416434,70.56,1.854670332,8.429709366,2.67,0.564666064,1.780449381,216.17,2.336799831,14.71971467,1.07,0.315970345,1.252996409,2.313019,0.520223927,1.677205712,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,7,32.07,TF,T,F,F 30,52_03:486733,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,70.59,1.854852362,8.431488599,79,1.903089987,8.91627725,67.91,1.83828225,8.271033793,2.33,0.522444234,1.682260384,163.17,2.215293798,12.79335765,1.45,0.389166084,1.396424004,2.365965,0.527109596,1.692916123,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,3,52.03,TF,T,F,F 30,52_03:486733,1,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,80.14,1.909235003,8.979977728,76.97,1.891927534,8.80170438,65.81,1.824841472,8.143095235,2.67,0.564666064,1.780449381,223,2.350248018,14.94991639,1.24,0.350248018,1.319090596,2.7652,0.57578805,1.806986442,20.3,1.328379603,4.5607017,2.03,0.481442629,1.590597372,0.41209,0.149862377,0.955034031
30,9,30.09,TF,T,F,F 31,51_06:486731,2,9,1,3.082207001,85,1.934498451,9.246621004,92,1.968482949,9.617692031,84.96,1.934296407,9.244457799,77.11,1.892706638,8.809653796,69.17,1.846151477,8.346855695,1.67,0.426511261,1.473091986,142.5,2.156851901,11.95826074,0.94,0.28780173,1.2,1.3395,0.36912305,1.356281682,6.8,0.892094603,2.701851217,2.11,0.492760389,1.615549442,0.14348,0.058228573,0.802172051
51,6,51.06,TF,T,F,F 31,51_06:486731,1,5,0.77815125,2.34520788,85,1.934498451,9.246621004,92,1.968482949,9.617692031,116.62,2.070481175,10.82219941,108.67,2.040087843,10.44844486,83.76,1.928190948,9.179324594,3,0.602059991,1.870828693,224.67,2.353473829,15.0056656,0.98,0.29666519,1.216552506,2.201766,0.505389588,1.643704961,31,1.505149978,5.61248608,2.14,0.496929648,1.624807681,0.6634,0.220996697,1.078610217
33,10,33.1,TF,T,F,F 32,55_05:486750,2,7,0.903089987,2.738612788,73,1.86923172,8.5732141,80,1.908485019,8.972179222,84.23,1.930592488,9.204890005,76.99,1.89203892,8.802840451,69.5,1.848189117,8.366600265,4.33,0.726727209,2.197726098,228.67,2.36110427,15.13836187,1.28,0.357934847,1.334166406,2.926976,0.594058247,1.851209334,8,0.954242509,2.915475947,2.235,0.509874285,1.653783541,0.1788,0.071440127,0.823893197
55,5,55.05,TF,T,F,F 32,55_05:486750,1,6,0.84509804,2.549509757,80,1.908485019,8.972179222,85,1.934498451,9.246621004,74.84,1.879898324,8.67986175,62.3,1.80140371,7.924645102,53.9,1.739572344,7.375635566,1.33,0.367355921,1.352774926,146.17,2.16781929,12.11073904,0.95,0.290034611,1.204159458,1.388615,0.378146155,1.374268897,22,1.361727836,4.74341649,1.88,0.459392488,1.542724862,0.4136,0.150326536,0.955824252
28,12,28.12,TF,T,F,F 33,50_06:486726,2,13,1.146128036,3.674234614,80,1.908485019,8.972179222,85,1.934498451,9.246621004,67.34,1.834674974,8.236504113,69.08,1.845594093,8.341462701,61.37,1.794975744,7.865748534,3,0.602059991,1.870828693,215.67,2.335798783,14.70272084,0.96,0.292256071,1.208304597,2.070432,0.487199484,1.603256686,2,0.477121255,1.58113883,2.29,0.517195898,1.670329309,0.0458,0.019448637,0.738782783
50,6,50.06,TF,T,F,F 33,50_06:486726,1,8,0.954242509,2.915475947,80,1.908485019,8.972179222,85,1.934498451,9.246621004,NA,NA,NA,65.29,1.821448019,8.111103501,66.59,1.829882446,8.190848552,3,0.602059991,1.870828693,246.83,2.394153877,15.72672884,1.12,0.326335861,1.272792206,2.764496,0.57570684,1.806791632,7.9,0.949390007,2.898275349,1.235,0.349277527,1.317193987,0.097565,0.040430249,0.773023286
34,8,34.08,TF,T,F,F 34,59_06:486771,2,7,0.903089987,2.738612788,92,1.968482949,9.617692031,92,1.968482949,9.617692031,73.54,1.872389388,8.604649906,79.32,1.9048237,8.934203938,67.77,1.837399024,8.262566187,4.33,0.726727209,2.197726098,225.33,2.354742123,15.0276412,1.2,0.342422681,1.303840481,2.70396,0.568666288,1.789960893,1.1,0.322219295,1.264911064,2.32,0.521138084,1.679285562,0.02552,0.010944135,0.724927583
59,6,59.06,TF,T,F,F 34,59_06:486771,1,9,1,3.082207001,85,1.934498451,9.246621004,92,1.968482949,9.617692031,50.58,1.712481338,7.147027354,44.15,1.654657755,6.682065549,36.86,1.57818061,6.112282716,4.33,0.726727209,2.197726098,344.17,2.538033043,18.56529019,1.04,0.309630167,1.240967365,3.579368,0.660805545,2.019744538,6.1,0.851258349,2.569046516,2.19,0.503790683,1.640121947,0.13359,0.054456006,0.795983668
28,9,28.09,TF,T,F,F 35,58_06a:486766,2,9,1,3.082207001,80,1.908485019,8.972179222,85,1.934498451,9.246621004,66.29,1.827950528,8.172514913,63.32,1.808346036,7.988742079,59.27,1.780101191,7.731106001,2.33,0.522444234,1.682260384,205,2.31386722,14.33527119,1.35,0.371067862,1.360147051,2.7675,0.576053261,1.807622748,0.5,0.176091259,1,2.36,0.526339277,1.691153453,0.0118,0.005094675,0.715401985
58,6,58.06,TF,T,F,F 35,58_06a:486766,1,8,0.954242509,2.915475947,80,1.908485019,8.972179222,80,1.908485019,8.972179222,63.22,1.807670301,7.982480817,43.04,1.64384731,6.598484675,43.04,1.64384731,6.598484675,4.33,0.726727209,2.197726098,187.83,2.276070993,13.72333779,1.23,0.348304863,1.315294644,2.310309,0.519868535,1.676397626,7.9,0.949390007,2.898275349,2.24,0.51054501,1.655294536,0.17696,0.070761703,0.82277579
27,8,27.08,TF,T,F,F 36,57_06:486761,2,10,1.041392685,3.240370349,85,1.934498451,9.246621004,92,1.968482949,9.617692031,133.13,2.127525925,11.55984429,116.96,2.071734764,10.83789647,107.28,2.034548247,10.38171469,3.33,0.636487896,1.957038579,220,2.344392274,14.8492424,1.43,0.385606274,1.389244399,3.146,0.617629298,1.909450183,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,6,57.06,TF,T,F,F 36,57_06:486761,1,11,1.079181246,3.391164992,92,1.968482949,9.617692031,107,2.033423755,10.36822068,64.21,1.8143142,8.044252607,50.97,1.715752717,7.174259544,50.04,1.707910666,7.109149035,5,0.77815125,2.34520788,235,2.372912003,15.34600925,1.05,0.311753861,1.24498996,2.4675,0.54001647,1.722643318,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,8,33.08,TF,T,F,F 37,56_05:486755,2,4,0.698970004,2.121320344,80,1.908485019,8.972179222,85,1.934498451,9.246621004,97.37,1.992862671,9.892926766,86,1.939519253,9.300537619,64.59,1.816837631,8.067837381,5.67,0.824125834,2.48394847,323.5,2.511214701,18,1.27,0.356025857,1.33041347,4.10845,0.708289147,2.146730072,10,1.041392685,3.240370349,2.22,0.507855872,1.64924225,0.222,0.087071206,0.849705831
56,5,56.05,TF,T,F,F 37,56_05:486755,1,9,1,3.082207001,85,1.934498451,9.246621004,92,1.968482949,9.617692031,65.94,1.825685708,8.151073549,44.46,1.657629431,6.705221846,36.78,1.577261954,6.105735009,3,0.602059991,1.870828693,225.67,2.355394045,15.03894943,1.14,0.330413773,1.280624847,2.572638,0.552989013,1.752894178,11.4,1.093421685,3.449637662,2.22,0.507855872,1.64924225,0.25308,0.097978798,0.867801821
61,2,61.02,TF,T,F,F 38,61_02a:486778,1,3,0.602059991,1.870828693,100,2.004321374,10.02496883,107,2.033423755,10.36822068,97.03,1.991359003,9.875727821,76.3,1.888179494,8.76356092,46.62,1.677789391,6.864400921,8.5,0.977723605,3,339.75,2.532435865,18.44586675,1.24,0.350248018,1.319090596,4.2129,0.717079394,2.170921463,0.2,0.079181246,0.836660027,2.63,0.559906625,1.769180601,0.00526,0.002278402,0.710816432
35,10,35.1,TF,T,F,F 39,51_05:486730,2,9,1,3.082207001,92,1.968482949,9.617692031,92,1.968482949,9.617692031,108.76,2.040444098,10.45275083,106.8,2.032618761,10.35857133,73.17,1.870228279,8.583122975,4.67,0.753583059,2.2737634,250.5,2.400537989,15.84297952,1.13,0.328379603,1.276714533,2.83065,0.583272473,1.825006849,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,5,51.05,TF,T,F,F 39,51_05:486730,1,7,0.903089987,2.738612788,85,1.934498451,9.246621004,92,1.968482949,9.617692031,140.46,2.150633654,11.87265766,125.27,2.10130018,11.21472247,92.65,1.971507782,9.651424765,6.33,0.865103975,2.613426869,281.67,2.451279719,16.79791654,1.6,0.414973348,1.449137675,4.50672,0.740892994,2.237570111,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,7,28.07,TF,T,F,F 40,55_06:486751,2,10,1.041392685,3.240370349,85,1.934498451,9.246621004,85,1.934498451,9.246621004,83.18,1.925208921,9.147677301,77.81,1.896581328,8.849293757,69.76,1.849787824,8.382123836,2.33,0.522444234,1.682260384,132.5,2.125481266,11.53256259,1.58,0.411619706,1.44222051,2.0935,0.49045012,1.610434724,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,6,55.06,TF,T,F,F 40,55_06:486751,1,12,1.113943352,3.535533906,85,1.934498451,9.246621004,92,1.968482949,9.617692031,104.08,2.021520064,10.22643633,76.24,1.887842265,8.760136985,70.17,1.852296966,8.406545069,3.33,0.636487896,1.957038579,147.83,2.172690482,12.17908043,1.27,0.356025857,1.33041347,1.877441,0.459006427,1.541895262,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,8,37.08,TF,T,F,F 41,59_04:486769,2,8,0.954242509,2.915475947,100,2.004321374,10.02496883,100,2.004321374,10.02496883,74.55,1.878234469,8.663140308,81.32,1.915505362,9.045440841,80.26,1.909876818,8.986656775,1.67,0.426511261,1.473091986,204.83,2.313508674,14.32934053,1.06,0.31386722,1.2489996,2.171198,0.501223359,1.634380005,0.3,0.113943352,0.894427191,2.94,0.595496222,1.854723699,0.00882,0.003813684,0.713316199
59,4,59.04,TF,T,F,F 41,59_04:486769,1,8,0.954242509,2.915475947,92,1.968482949,9.617692031,92,1.968482949,9.617692031,65.53,1.823017523,8.125884567,55.23,1.749968084,7.465252842,41.02,1.623456048,6.443601477,2.33,0.522444234,1.682260384,188.33,2.277219435,13.74154285,0.96,0.292256071,1.208304597,1.807968,0.448392154,1.519199789,0.2,0.079181246,0.836660027,2.26,0.5132176,1.661324773,0.00452,0.001958588,0.710295713
35,11,35.11,TF,T,F,F 42,60_04:486774,2,3,0.602059991,1.870828693,73,1.86923172,8.5732141,85,1.934498451,9.246621004,107.99,2.037386653,10.4158533,106.31,2.030640195,10.33489236,94.16,1.978454433,9.729337079,4.33,0.726727209,2.197726098,257.83,2.413014612,16.07264757,1.07,0.315970345,1.252996409,2.758781,0.575047023,1.805209406,3.8,0.681241237,2.073644135,2.8,0.579783597,1.816590212,0.1064,0.043912167,0.778716893
60,4,60.04,TF,T,F,F 42,60_04:486774,1,4,0.698970004,2.121320344,73,1.86923172,8.5732141,80,1.908485019,8.972179222,61.03,1.792601781,7.844106068,37.11,1.581038949,6.132699243,38.52,1.596816936,6.246599075,5.67,0.824125834,2.48394847,353.83,2.550020331,18.82365533,1.1,0.322219295,1.264911064,3.89213,0.689497989,2.095740919,6.9,0.897627091,2.720294102,2.71,0.56937391,1.791647287,0.18699,0.07444706,0.828848599
