"","value"
"30_03:486624",230.730015184036
"30_05:486625",195.116630944677
"30_06:486626",192.792326491786
"31_01:486627",216.174541040325
"31_02:486628",212.650408196472
"31_03:486629",209.099276773926
"31_04:486630",214.275043341311
"31_05:486631",196.354682085883
"31_06a:486632",154.036516956527
"32_01:486633",217.269447346419
"32_02:486634",193.027251962182
"32_03a:486635",215.197809811771
"32_04:486636",243.45191150812
"33_01a:486637",247.426504622024
"33_02:486638",240.073612860038
"33_05:486639",215.314127708823
"33_06:486640",218.794227655053
"34_02:486641",206.351061474636
"34_03:486642",216.035843387426
"34_05:486643",224.430070604394
"34_06:486644",208.592159663054
"35_01:486645",180.251606311785
"35_02:486646",263.3537235594
"35_03:486647",182.980098262021
"35_04:486648",207.91444349385
"36_01:486649",208.832739136064
"36_02:486650",184.861964053632
"36_03:486651",214.9650611596
"36_04:486652",229.564372962167
"36_05:486653",163.205983091086
"36_06:486654",176.459589805485
"37_01:486655",238.225481824776
"37_03:486656",212.942384967246
"37_04:486657",259.419636370229
"37_05:486659",205.201587904573
"37_06:486660",219.052095154798
"38_01:486661",185.132862277647
"38_02:486662",229.782965148502
"38_03:486663",227.112475750849
"38_04:486664",205.55888931777
"38_05:486665",240.784015838563
"38_06:486666",210.120884577352
"39_02:486667",245.900321342031
"39_03:486668",196.200527112049
"39_04:486669",185.473443651518
"39_05a:486670",232.173817232851
"39_06:486671",214.803425332106
"4_04:486501",238.17068276739
"4_05:486502",213.604497598393
"40_01:486672",222.770282583165
"40_03:486673",225.751296941064
"40_04:486674",204.303064203696
"40_06:486676",229.613901956215
"41_01:486677",223.88499012999
"41_02:486678",172.999940356354
"41_05:486679",202.349155203528
"41_06:486680",255.043571505065
"42_01:486681",199.964070408687
"42_02a:486682",230.401312051431
"42_03:486683",210.063442586352
"42_05a:486684",242.416635807631
"42_06a:486685",156.446974887879
"43_01:486686",200.647941682036
"43_02:486687",229.004067868836
"43_03:486688",203.578444130723
"43_05:486689",190.638141954432
"43_06:486690",218.050713373264
"44_01:486691",191.777607754638
"44_02:486692",205.218435977807
"44_03:486693",246.049468305035
"44_04:486694",220.229969191487
"44_05:486695",212.185874872737
"45_01:486696",218.77422590947
"45_02:486697",191.656094941817
"45_03:486698",234.293048127255
"45_06:486700",214.570776550158
"46_02:486701",201.550912549051
"46_03:486702",193.85974392952
"46_04:486703",193.570713082091
"46_05:486704",165.831296911282
"46_06:486705",233.932105773448
"47_02:486706",190.607254759327
"47_03:486707",220.624884091671
"47_04:486708",186.89545077659
"47_05:486709",179.741403471479
"48_01:486710",213.186448743263
"48_02:486711",208.808042194314
"48_03:486712",182.476613223832
"48_04:486713",220.368453624001
"48_05:486714",278.032954092868
"48_06:486715",214.419461920607
"49_01:486716",202.277475574226
"49_02:486717",230.161255129197
"49_03:486718",215.448272072427
"49_04:486719",200.573503871593
"49_05a:486720",201.90711035938
"49_06:486721",195.757443853999
"5_01:486503",181.638655526296
"5_02:486504",225.227060929151
"5_03:486505",193.434038526472
"5_04a:486506",222.344067970659
"5_05:486508",217.693507313353
"5_06:486509",195.808379030764
"50_01:486722",198.845519398366
"50_02:486723",202.641169370718
"50_03:486724",214.154668846222
"50_04:486725",233.784066234961
"50_06:486726",227.575181439246
"51_01:486727",192.568108241078
"51_03:486728",211.673871741924
"51_04a:486729",243.784892903943
"51_05:486730",242.146086630281
"51_06:486731",192.745680118833
"52_03:486733",202.835731094727
"52_06:486735",242.051058308742
"53_01:486736",220.912567188235
"53_02:486737",171.516249069845
"53_03:486738",272.276435915587
"53_04:486739",198.384652424077
"53_06:486740",231.3939922546
"54_01:486742",217.542201720797
"54_02:486743",200.865254546069
"54_04:486744",228.172927239403
"54_05:486745",204.447204568298
"54_06:486746",148.660169914731
"55_01:486747",229.229099264499
"55_02:486748",231.926021176626
"55_04:486749",235.900071815608
"55_05:486750",196.136527407839
"55_06:486751",180.759731286468
"56_01:486752",245.377200175497
"56_03:486753",254.381592940951
"56_04:486754",183.254863585031
"56_05:486755",243.008133218491
"56_06:486756",208.866194795775
"57_01:486757",188.408123756878
"57_03a:486758",202.536686247519
"57_04:486759",176.259004777536
"57_05:486760",222.657928392171
"57_06:486761",224.199019593729
"58_01:486762",189.73923948798
"58_03:486763",209.511593949939
"58_04:486764",208.46388365045
"58_05:486765",212.295791378253
"58_06a:486766",205.016060343799
"59_01:486767",218.069743063045
"59_03:486768",192.982751165462
"59_04:486769",200.936179625215
"59_05:486770",198.185398370256
"59_06:486771",253.666099479084
"6_01:486510",204.420838949937
"6_02:486511",175.188108669135
"6_03:486512",404.749291886746
"6_04:486513",209.472419206153
"6_05a:486514",234.135982252974
"60_01:486772",205.732738339553
"60_02:486773",180.213506059913
"60_04:486774",263.519447267894
"60_05:486775",173.494297844152
"60_06:486776",178.874951300667
"61_01:486777",198.445108466156
"61_02a:486778",260.572885246533
"7_01a:486515",191.995142590387
"7_02a:486516",185.91480906127
"7_03:486517",216.298997865235
"7_04:486518",200.436922785645
"7_06:486520",184.031781985987
"8_01:486521",191.890063391959
"8_02:486522",200.627083911986
"8_03:486523",202.039026030591
"8_04:486524",191.495438522876
"8_05:486525",200.223848152339
"8_06:486526",198.870311329593
"9_01:486527",222.598867349466
"9_03a:486528",225.258215458737
"9_04:486529",216.772249760507
"9_05:486530",197.893034827929
"9_06:486531",263.900335058425
"B01:486779",217.766580344151
"B07:486780",174.482077040604
"B12:486781",227.891387760781
"B25:486782",208.721651927653
"B26:486783",173.785185777815
"B28:486784",179.822893390723
"B30:486785",201.324293196378
"B46:486786",225.033232925702
"B50:486787",186.225688687652
"D93:486788",191.342770844305
