"","value"
"10_01:486532",3.44724653765921
"10_02:486533",3.53387423721726
"10_03a:486534",3.40639823068901
"10_05:486536",2.43404388823848
"11_01:486537",3.74428313736271
"11_02:486538",2.58422211051927
"11_03a:486539",3.60625357441885
"11_04:486540",4.15320917795778
"11_05:486541",2.16603911408592
"11_06:486542",4.05677338350718
"12_01:486543",3.26454403670978
"12_04:486544",4.53125631513145
"12_05:486545",2.58139660550402
"12_06:486546",3.6374732105024
"13_01:486547",2.5232858491849
"13_03:486549",3.21318047916275
"13_04:486550",2.2003419072101
"13_05:486551",3.89530513565546
"13_06:486552",3.41884701556304
"14_01:486553",1.5665453153626
"14_02:486554",3.2141770293307
"14_03:486555",3.10063287288719
"14_04:486556",2.86256354620407
"14_05:486557",0.694029185218581
"14_06:486558",2.95497713863829
"15_01a:486559",3.36870904583514
"15_03:486560",4.06215189039624
"15_04:486561",2.67479219795287
"15_05:486562",3.94429603640608
"15_06:486563",3.26525249029766
"16_02:486564",3.39305948607977
"16_03a:486565",4.16850311396005
"16_04:486566",4.85614548770796
"16_05:486567",2.34386278555435
"17_01:486568",3.06571210108832
"17_02:486569",2.01391750567873
"17_05a:486570",1.56583038189475
"18_01:486571",2.58173977280515
"18_02a:486572",2.46568760065701
"18_03a:486573",3.37363390253162
"18_04:486574",3.7852588040621
"18_05:486575",3.00345028658439
"19_05:486576",5.92749194671077
"19_06:486577",5.90231847030536
"20_01:486578",2.8334212405841
"20_02a:486579",6.71787418680671
"20_03:486580",8.17523375513953
"20_04:486581",6.06096088499089
"20_06:486582",8.37178733715009
"21_02a:486583",3.17376283591624
"21_04:486584",4.99512499570085
"21_05:486585",5.90854085361085
"22_01:486587",3.43699938283537
"22_02:486588",6.88080029851916
"22_03:486589",1.66876904445025
"22_04:486590",6.94138461328658
"22_06:486591",5.17577568712156
"23_01:486592",5.06649273810115
"23_03:486593",8.24861407409103
"24_02a:486594",5.02813008144028
"24_04:486595",4.16259932626667
"24_05:486596",6.36388934995086
"25_01a:486597",3.97967297382912
"25_02:486598",2.00007632046408
"25_03:486599",5.90669547533248
"25_04:486600",3.8273965475597
"25_06:486601",1.8035913078146
"26_01a:486602",3.32015914624949
"26_02:486603",2.81908478693076
"26_04:486604",3.63692446524031
"26_05:486605",2.27061455731945
"26_06:486606",2.53901866072653
"27_01:486607",2.77406507827381
"27_02:486608",3.47836274038405
"27_04:486609",3.11779499994151
"27_06:486610",4.17061598734184
"28_01:486611",2.07137233017278
"28_02:486612",2.6039146579927
"28_03:486613",2.32995238641562
"28_04:486614",1.55278512426525
"28_05:486615",2.72114360918847
"29_01:486616",3.32858978755571
"29_02a:486619",3.2775620854625
"29_03:486620",2.22957765284997
"29_04:486621",3.5319382181148
"29_05:486617",3.29299114360591
"29_06:486618",2.20651799763888
"30_01a:486622",2.94194407191572
"30_02a:486623",2.65662516474302
"30_03:486624",2.97790706144087
"30_05:486625",2.54348307279672
"30_06:486626",2.06356751053511
"31_01:486627",3.26382132638709
"31_02:486628",2.25511516688427
"31_03:486629",1.9407703701306
"31_04:486630",1.66660674454243
"31_05:486631",2.4683486327123
"31_06a:486632",2.97035902540136
"32_01:486633",2.38714564815331
"32_02:486634",1.82600131050252
"32_03a:486635",3.45732317689656
"32_04:486636",3.62684028098793
"33_01a:486637",5.11559428258014
"33_02:486638",3.48988476616585
"33_05:486639",2.65354384549981
"33_06:486640",3.58290475930092
"34_02:486641",2.02532757249515
"34_03:486642",3.6143778989135
"34_05:486643",3.12571056118171
"34_06:486644",3.00903277886208
"35_01:486645",2.15169799788787
"35_02:486646",3.52355073308716
"35_03:486647",3.34456321224917
"35_04:486648",3.74475276063652
"36_01:486649",3.02903407913923
"36_02:486650",1.11962312180944
"36_03:486651",2.01268978130997
"36_04:486652",3.03511391415176
"36_05:486653",0.917406260716966
"36_06:486654",1.73436957724761
"37_01:486655",2.62050963625575
"37_03:486656",2.23896344090236
"37_04:486657",4.37674008420778
"37_05:486659",1.95410594448182
"37_06:486660",3.53184411575368
"38_01:486661",1.78953854905241
"38_02:486662",3.40603155947372
"38_03:486663",2.84133730109933
"38_04:486664",2.31161544101292
"38_05:486665",3.79056842016757
"38_06:486666",3.55113302051578
"39_02:486667",3.94218223803312
"39_03:486668",2.48970070980149
"39_04:486669",2.54166405233493
"39_05a:486670",4.29928696573865
"39_06:486671",2.83850754887808
"4_04:486501",2.56362525789961
"4_05:486502",4.17253579938275
"40_01:486672",2.91223267824753
"40_03:486673",3.26671512203229
"40_04:486674",1.21761586619129
"40_06:486676",4.31748241818332
"41_01:486677",3.40803427179912
"41_02:486678",2.93898036180425
"41_05:486679",3.80548036821087
"41_06:486680",3.2478717209334
"42_01:486681",1.42396962128711
"42_02a:486682",2.89815489126031
"42_03:486683",1.6971122077595
"42_05a:486684",4.82190210081952
"42_06a:486685",3.36681789054177
"43_01:486686",2.39604076110238
"43_02:486687",3.33937481296024
"43_03:486688",2.03313023994349
"43_05:486689",2.30076101470692
"43_06:486690",3.02655518529226
"44_01:486691",2.6924909535405
"44_02:486692",1.78564497548908
"44_03:486693",2.38909086052372
"44_04:486694",3.76514269520885
"44_05:486695",3.09252236462968
"45_01:486696",2.63347270893502
"45_02:486697",3.59959535235533
"45_03:486698",2.54638181321304
"45_06:486700",4.1615862280293
"46_02:486701",2.15262073573938
"46_03:486702",1.11453876143307
"46_04:486703",2.09584046168566
"46_05:486704",2.33273171669824
"46_06:486705",2.70920919863852
"47_02:486706",3.52189024480769
"47_03:486707",2.210102327911
"47_04:486708",2.05158383250895
"47_05:486709",2.8523400342819
"48_01:486710",3.34780123587572
"48_02:486711",2.2698404601668
"48_03:486712",2.06841732493537
"48_04:486713",1.95923311547008
"48_05:486714",3.09396843737718
"48_06:486715",2.74039940004497
"49_01:486716",1.90361625340297
"49_02:486717",3.50061958799243
"49_03:486718",3.00470841044869
"49_04:486719",2.55747468915211
"49_05a:486720",2.47819251263798
"49_06:486721",2.62030345687974
"5_01:486503",2.00294916959539
"5_02:486504",3.79814475447064
"5_03:486505",3.01917092576396
"5_04a:486506",4.1024102787133
"5_05:486508",1.99300012698145
"5_06:486509",4.17570443526151
"50_01:486722",3.43336826760722
