"","value"
"10_01:486532",24.7773991048956
"10_02:486533",25.3179969260565
"10_03a:486534",17.535550060361
"10_05:486536",11.790048390488
"11_01:486537",28.2712214242859
"11_02:486538",24.2398369294139
"11_04:486540",13.3218049329895
"11_05:486541",14.2490321054208
"11_06:486542",7.52485167110285
"12_01:486543",22.9691944948702
"12_04:486544",14.6392263635212
"12_05:486545",25.5058014972729
"12_06:486546",10.3559400530956
"13_01:486547",16.3148784969801
"13_03:486549",27.757186922831
"13_04:486550",14.1619967298161
"13_05:486551",53.0831758459635
"13_06:486552",35.3926593533753
"14_01:486553",18.7801855241517
"14_03:486555",18.462973809123
"14_04:486556",23.4756169611813
"14_05:486557",179.926934218832
"14_06:486558",24.9015550724968
"15_03:486560",11.8224587695906
"15_04:486561",16.5398929739109
"15_05:486562",12.4291489033874
"15_06:486563",13.9235901090637
"16_02:486564",28.7114100004264
"16_03a:486565",8.57817439920587
"16_05:486567",10.3802314853703
"17_01:486568",24.0233206482556
"17_02:486569",13.5771906805821
"17_05a:486570",22.2697512875179
"18_01:486571",23.3199726156289
"18_02a:486572",15.9717118634656
"18_03a:486573",21.4800507428466
"18_04:486574",11.6148159884197
"18_05:486575",25.3978636635232
"19_05:486576",7.35271775688131
"20_01:486578",10.5047782945717
"20_03:486580",12.6767199774625
"20_04:486581",11.8157724328917
"20_06:486582",4.27724190932645
"21_05:486585",15.4390927922885
"22_02:486588",10.3108500461513
"22_03:486589",23.0929083552017
"22_06:486591",13.7235953662249
"23_03:486593",19.6575263404328
"24_02a:486594",9.43408116513186
"24_05:486596",3.26079489853557
"25_01a:486597",19.0938962844804
"25_02:486598",14.2399496427726
"25_03:486599",12.298655392628
"25_06:486601",28.7173943594537
"26_01a:486602",12.5015730477458
"26_02:486603",8.38122354270434
"26_04:486604",17.0821122001378
"26_05:486605",33.3913853986145
"26_06:486606",35.9565571990602
"27_01:486607",20.6299161477619
"27_04:486609",23.8338575434728
"27_06:486610",13.0731969097538
"28_01:486611",13.6733816042148
"28_02:486612",28.7528479729875
"28_03:486613",31.2017811754376
"28_04:486614",28.0378099960178
"28_05:486615",11.8810414551464
"29_01:486616",13.2988561054926
"29_02a:486619",10.8686321494749
"29_03:486620",28.2931110865852
"29_04:486621",19.7438093412445
"29_05:486617",15.8948689658074
"29_06:486618",25.7421406347241
"30_01a:486622",27.5453499738486
"30_02a:486623",12.1795327742109
"30_03:486624",11.0727263753288
"30_05:486625",14.0312740018271
"30_06:486626",30.9676068272896
"31_01:486627",11.2277035285389
"31_02:486628",24.611281960404
"31_03:486629",33.0673331234402
"31_04:486630",12.1214197194046
"31_05:486631",11.1035869451501
"32_01:486633",28.699853983662
"32_02:486634",30.5133503671924
"32_03a:486635",19.7174727521652
"32_04:486636",18.5208403556806
"33_02:486638",25.4662766422016
"33_05:486639",28.3857824235159
"33_06:486640",20.0919036293175
"34_02:486641",24.2423136310553
"34_03:486642",21.9933197973312
"34_05:486643",21.3329940202531
"34_06:486644",20.1752956783646
"35_01:486645",26.4724905282073
"35_02:486646",16.9693351538849
"35_03:486647",8.52569233767021
"36_01:486649",11.7348582857856
"36_02:486650",39.1127248562296
"36_03:486651",21.1154511991962
"36_04:486652",43.2158814714341
"36_05:486653",30.5053809941215
"36_06:486654",31.0869448874248
"37_01:486655",29.2291473101167
