"","value"
"51_06:486731",2.13680214293473
"52_03:486733",2.11489320525965
"52_06:486735",2.40853138163601
"53_01:486736",2.16381227592271
"53_02:486737",2.21978629747213
"53_04:486739",2.15264401491447
"53_06:486740",2.43067541827167
"54_01:486742",2.32516432910955
"54_02:486743",2.17548384430136
"54_04:486744",2.37755197193895
"54_05:486745",2.29027705633065
"55_01:486747",2.14131308379022
"55_02:486748",2.31511599135287
"55_04:486749",2.25180313267225
"55_05:486750",2.10839550423558
"56_01:486752",2.16153937517345
"56_03:486753",2.20015280626399
"56_04:486754",2.14537166284204
"56_05:486755",2.19620072355338
"56_06:486756",2.16312162852656
"57_01:486757",2.13735045481059
"57_04:486759",2.3394468589532
"57_05:486760",2.31707989022928
"58_01:486762",2.3398558324263
"58_03:486763",2.17056912793333
"58_04:486764",2.13784413970586
"58_05:486765",2.12603737402642
"58_06a:486766",2.24388193995083
"59_01:486767",2.32890708665653
"59_03:486768",2.2565678884321
"59_04:486769",2.41200531496369
"59_05:486770",2.57607815408037
"59_06:486771",2.21491460538689
"6_01:486510",2.09046160706772
"6_02:486511",2.20852002151276
"6_03:486512",2.10869384127478
"6_04:486513",2.1230407442724
"6_05a:486514",2.13743361105383
"60_01:486772",2.32611018167705
"60_02:486773",2.13613956178299
"60_04:486774",2.50216697012757
"60_05:486775",2.20081041110863
"60_06:486776",2.19713843515299
"61_01:486777",2.26126399119928
"61_02a:486778",2.35018640902202
"7_01a:486515",2.29731217357925
"7_04:486518",2.01515230524327
"7_06:486520",2.12835717597226
"8_01:486521",2.33892765174527
"8_02:486522",2.03931135383076
"8_03:486523",2.03890238035766
"8_04:486524",2.04690693742014
"8_06:486526",2.03262525846189
"9_01:486527",1.96995706102366
"9_04:486529",2.33564354096899
"9_05:486530",2.07646048290641
"9_06:486531",2.2591874608731
"B01:486779",2.04135272940748
"B07:486780",2.10307944139627
"B12:486781",2.03228823634496
"B25:486782",2.18095750301039
"B28:486784",2.14148614041362
"B30:486785",2.13216322684374
"B46:486786",2.13448564390454
"B50:486787",2.10755649603714
"D93:486788",2.04362193026185
