"","value"
"26_05:486605",1.27297367837099
"26_06:486606",1.26937921906474
"27_01:486607",1.02718802836645
"27_02:486608",1.25416967431403
"27_04:486609",1.21849946029879
"27_06:486610",1.22117561601526
"28_01:486611",1.13657624011651
"28_02:486612",1.23679545936732
"28_03:486613",1.17752813468859
"28_04:486614",1.12066573611684
"28_05:486615",1.33644129779092
"29_01:486616",1.21898194345268
"29_02a:486619",1.25632469455124
"29_03:486620",1.11543059510319
"29_04:486621",1.3884978084839
"29_05:486617",1.31253895439179
"29_06:486618",1.16803413558088
"30_01a:486622",1.07412989127592
"30_02a:486623",1.162634784425
"30_03:486624",1.43798564253279
"30_05:486625",1.28732447772117
"30_06:486626",1.17202454151923
"31_01:486627",1.26030670070604
"31_02:486628",1.15667570645044
"31_03:486629",1.17590558866294
"31_04:486630",1.09561554755346
"31_05:486631",1.23279667154615
"31_06a:486632",1.27947611397158
"32_01:486633",1.26210859670758
"32_02:486634",1.15786825602052
"32_03a:486635",1.25893163289927
"32_04:486636",1.29495526966092
"33_02:486638",1.17714865719536
"33_05:486639",1.15702821673158
"33_06:486640",1.51371786725667
"34_02:486641",1.07876353607843
"34_03:486642",1.11122315199164
"34_05:486643",1.21022493525071
"34_06:486644",1.24418936093162
"35_01:486645",1.15271920456131
"35_02:486646",1.08992343669033
"35_03:486647",1.12250667704238
"35_04:486648",1.27231732164904
"36_01:486649",1.26087411878165
"36_02:486650",1.10614460204962
"36_03:486651",1.27157713806624
"36_04:486652",1.09957335957853
"36_05:486653",1.14887774050678
"36_06:486654",1.17217287808703
"37_01:486655",1.20814380700622
"37_03:486656",1.28023762280146
"37_04:486657",1.24189687681026
"37_05:486659",1.17375247786887
"37_06:486660",1.24695429297407
"38_01:486661",1.09628482996128
"38_02:486662",1.14097345517652
"38_03:486663",1.15067063025313
"38_04:486664",1.13568406298558
"38_05:486665",1.29561304277961
"38_06:486666",1.21704653785889
"39_02:486667",1.16411883302776
"39_03:486668",1.22749077346786
"39_04:486669",1.30293301486712
"39_05a:486670",1.34641125207464
"39_06:486671",1.12676013674998
"4_04:486501",1.08238707189068
"4_05:486502",1.13264449252358
"40_01:486672",1.30477817707988
"40_03:486673",1.1592274938683
"40_04:486674",1.10232493593966
"40_06:486676",1.26267200836666
"41_01:486677",1.23612125426432
"41_02:486678",1.27125762230799
"41_05:486679",1.29256444384953
"41_06:486680",1.20299082199841
"42_01:486681",0.968784277972319
"42_02a:486682",1.2050537736576
"42_03:486683",0.906201051539875
"42_05a:486684",1.27848176994284
"42_06a:486685",1.28408370094962
"43_01:486686",1.17776903180224
"43_02:486687",1.19475833894198
"43_03:486688",1.24281104324313
"43_05:486689",1.13433793834318
"43_06:486690",1.25541693981978
"44_01:486691",1.15712792379436
"44_02:486692",1.10583678087524
"44_03:486693",1.12459002355845
"44_04:486694",1.29786060367931
"44_05:486695",1.17835979914231
"45_01:486696",1.19979838885562
"45_02:486697",1.14213371833195
"45_03:486698",1.21807301396668
"45_06:486700",1.27944721561947
"46_02:486701",1.23053878051066
"46_03:486702",1.02857573741032
"46_04:486703",1.04118428070582
"46_05:486704",1.22559758287404
"46_06:486705",1.40631096821871
"47_02:486706",1.13781547786093
"47_03:486707",1.17944450705664
"47_04:486708",1.12213652451881
"47_05:486709",1.13817045240515
"48_01:486710",1.25782299340968
"48_02:486711",1.09253007685833
"48_03:486712",1.23061816741295
"48_04:486713",1.14432050270666
"48_05:486714",1.0496494041581
"48_06:486715",1.3361868994795
"49_01:486716",1.12394066312729
"49_02:486717",1.17070863815397
"49_03:486718",1.1896515809083
"49_04:486719",1.21933664232473
"49_05a:486720",1.2368802115195
"49_06:486721",1.14505673111168
"5_01:486503",1.28455368198788
"5_02:486504",1.28293155641992
"5_03:486505",1.25461208619567
"5_04a:486506",1.22960387631022
"5_05:486508",1.04710869427248
"5_06:486509",1.3024036564358
"50_01:486722",1.26959372564385
"50_02:486723",1.21701180399509
"50_03:486724",1.18326704819375
"50_04:486725",1.19893913104083
"50_06:486726",1.14687107089247
"51_01:486727",1.13285117668092
"51_03:486728",1.28776524285361
